KW	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking
IL21	GENE	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	83
IL22	GENE	0.021505376344086	2	3161.35714285714	0.353099063692349	2.55808940630674	0.79598615916955	2.03644639726148	99
IL4	GENE	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	91
IL6	GENE	0.021505376344086	2	1395.55952380952	0.30038742029721	2.72789910718422	0.820561322568243	9.30020186090555	70
immune checkpoint inhibitors	MESH	0.32258064516129	30	19598.8	0.557014238385081	6.9071251487983	0.992156862745098	-11.0374613221987	254
immune checkpoint inhibitors/administration & dosage	MESH	0.043010752688172	4	3440.10714285714	0.309831617204146	1.60403290220994	0.504882737408689	19.5097073026506	24
immune checkpoint inhibitors/adverse effects	MESH	0.56989247311828	53	20716.875	0.557014238385161	4.71176166376074	0.980453671664744	-10.9995456101895	252
immune checkpoint inhibitors/pharmacology	MESH	0.043010752688172	4	1555.33492063492	0.364468499318533	2.55808940630674	0.766505190311419	1.61991967659201	100
immune checkpoint inhibitors/therapeutic use	MESH	0.021505376344086	2	0	0.226722974878454	1.35847760701982	0.215086505190311	9.95506607936706	68
immune system diseases/drug therapy	MESH	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	85
immunocompromised host	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	4
immunologic factors	MESH	0.021505376344086	2	0	0.420996293782011	0.585174696945077	0.0904728950403691	-8.87965783958228	237
immunologic memory/drug effects	MESH	0.010752688172043	1	319.5	0.350595607043297	1.35847760701982	0.387543252595156	1.4186679830503	102
immunosuppressive agents/pharmacology	MESH	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	140
immunosuppressive agents/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	5
inflammation	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
inflammation/drug therapy	MESH	0.021505376344086	2	2534.72619047619	0.351384633031582	2.37733581228469	0.717385620915033	-4.94316365648272	164
inflammatory bowel diseases	MESH	0.021505376344086	2	713	0.390012722384539	1.5282873078973	0.437708573625529	-3.46398675669799	136
inflammatory bowel diseases/complications	MESH	0.021505376344086	2	4	0.35675513707478	0.773808253414722	0.112202998846597	2.74688945194679	98
inflammatory bowel diseases/drug therapy	MESH	0.032258064516129	3	1946.25	0.401198754974998	1.43422320133247	0.473817762399077	4.80325100691023	94
infliximab/administration & dosage	MESH	0.010752688172043	1	708.401785714286	0.353705714573354	1.18866790614235	0.366874279123414	10.0393502556392	66
infliximab/adverse effects	MESH	0.043010752688172	4	753.5	0.383732921687181	2.63383500061939	0.714156093810073	-5.71780342136177	169
interferon-gamma/metabolism	MESH	0.010752688172043	1	319.5	0.350595607043297	1.35847760701982	0.387543252595156	1.4186679830503	101
interleukin-12/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.236756084102884	0.509429102632434	0.0802306805074971	-6.33430294993455	174
interleukin-17/genetics	MESH	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	18
interleukin-23/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.236756084102884	0.509429102632434	0.0802306805074971	-6.33430294993455	173
intestinal mucosa/chemistry	MESH	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	153
intestinal mucosa/diagnostic imaging	MESH	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	142
intestinal mucosa/immunology	MESH	0.010752688172043	1	0	0.381690135306068	0.339619401754956	0.0495040369088812	-8.46741891464867	213
ipilimumab/adverse effects	MESH	0.0967741935483871	9	1.5	0.556744049014034	2.32842038694957	0.338869665513264	-10.8717152470119	250
ipilimumab/therapeutic use	MESH	0.032258064516129	3	500.125	0.361347023419876	3.54768520617485	0.779331026528258	10.98561997138	58
leukemia lymphocytic chronic b-cell/drug therapy	MESH	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	161
leukocyte l1 antigen complex/analysis	MESH	0.010752688172043	1	15.4857142857143	0.395203367762973	0.84904850438739	0.141545559400231	-7.22048274751933	190
LIF	GENE	0.010752688172043	1	0	0.285712710270411	2.03771641052974	0.320922722029989	5.00558069970135	87
ligands	MESH	0.010752688172043	1	0	0.348218465041475	0.339619401754956	0.0495040369088812	-5.36321720144016	166
LTF	GENE	0.010752688172043	1	0	0.396492248882852	0.690182696654485	0.105836216839677	-8.42451919509856	211
lung neoplasms	MESH	0.010752688172043	1	163.4	0.388465456057213	0.339619401754956	0.07760092272203	-8.57023124805898	217
lung neoplasms/drug therapy	MESH	0.021505376344086	2	0	0.381809563235149	0.339619401754956	0.0495040369088812	-8.46437031485098	212
lymphocytes tumor-infiltrating/immunology	MESH	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	54
lymphocytes tumor-infiltrating/metabolism	MESH	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	17
lymphocytes/drug effects	MESH	0.010752688172043	1	63.6527777777778	0.414840778320178	1.01885820526487	0.253179546328335	-4.00483504025976	149
lymphocytosis/chemically induced	MESH	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	158
lymphoma non-hodgkin/drug therapy	MESH	0.0106382978723404	1	0	0.351323002357104	2.53055031630871	0.358477508650519	-4.62166088108843	159
macrophages/drug effects	MESH	0.010752688172043	1	0	0.271026809525815	1.35847760701982	0.215086505190311	10.6374701144874	61
melanoma/complications	MESH	0.032258064516129	3	775.379365079365	0.369975701514306	2.21847000455179	0.655947712418301	4.27814574331199	95
melanoma/drug therapy	MESH	0.053763440860215	5	1162.6	0.408678369662675	2.7743822961001	0.824175317185698	-6.08318496801502	172
melanoma/genetics	MESH	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	120
melanoma/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	6
mesalamine/pharmacology	MESH	0.010752688172043	1	64.7444444444444	0.307873846522319	0.84904850438739	0.199123414071511	7.13262370817954	77
metabolome/drug effects	MESH	0.010752688172043	1	820.375	0.406926041465517	1.01885820526487	0.349480968858131	-3.32734165208103	131
micrornas/genetics	MESH	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	13
MIR15B	GENE	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	15
MTOR	GENE	0.010752688172043	1	223.1875	0.277267417758969	1.86790670965226	0.413440984236832	11.273565396564	52
mucositis/chemically induced	MESH	0.010752688172043	1	0	0.314767114661654	1.35847760701982	0.215086505190311	-3.83234320813234	139
multigene family	MESH	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	124
myasthenia gravis/chemically induced	MESH	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	40
myasthenia gravis/diagnosis	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	1
mycophenolic acid	MESH	0.0106382978723404	1	0	0.382949954318277	0.180753594022051	0.0187773933102653	-8.39360341512398	207
myeloid cells/cytology	MESH	0.010752688172043	1	0	0.276439975798376	2.03771641052974	0.320922722029989	-2.4020581930382	128
myeloid-derived suppressor cells/metabolism	MESH	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	6
myocarditis/chemically induced	MESH	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	43
myocarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	5
neoplasm recurrence local/drug therapy	MESH	0.010752688172043	1	0	0.383885605688572	0.520372995777007	0.0870588235294118	-8.72270478384899	229
neoplasms	MESH	0.043010752688172	4	62	0.436882768522483	1.43422320133247	0.312987312572088	-9.69609783407763	246
neoplasms/complications	MESH	0.032258064516129	3	323	0.334971740230258	1.35847760701982	0.389480968858131	4.96344865318853	93
neoplasms/diagnosis	MESH	0.010752688172043	1	188.25	0.30616499735222	0.84904850438739	0.213517877739331	15.8460230299144	34
neoplasms/diagnostic imaging	MESH	0.021505376344086	2	0	1.20454310422196	1.69809700877478	1	0	8
neoplasms/drug therapy	MESH	0.129032258064516	12	12776.8869047619	0.557008072773487	6.73370479221127	0.984359861591696	-11.0648536932457	255
neoplasms/therapy	MESH	0.010752688172043	1	77.45	0.391184786462419	0.509429102632434	0.122875816993464	-7.94187463095341	197
nephritis/chemically induced	MESH	0.010752688172043	1	26.485347985348	0.301503201668335	2.72789910718422	0.461345636293733	15.0260458058822	47
neutrophils/drug effects	MESH	0.010752688172043	1	63.6527777777778	0.414840778320178	1.01885820526487	0.253179546328335	-4.00483504025976	147
nivolumab/adverse effects	MESH	0.129032258064516	12	4860.16666666667	0.556962389594733	5.20704312164214	0.961030372933487	-10.9673373387132	251
nivolumab/therapeutic use	MESH	0.021505376344086	2	537.642857142857	0.261099558819956	2.88676491491713	0.748512110726644	18.0290011850941	29
NRF1	GENE	0.010752688172043	1	30.5454545454545	0.236158849634789	2.03771641052974	0.413440984236832	21.4801140523686	16
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.381333684925961	0.169809700877478	0.0119492502883506	-8.29664790553899	201
paclitaxel/therapeutic use	MESH	0.010752688172043	1	0	0.384985304591464	1.18866790614235	0.19118800461361	-8.59241569319228	224
pancreatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	2
PARP1	GENE	0.010752688172043	1	44.3000000000001	0.237326013203866	2.03771641052974	0.445244136870434	22.1922486995436	4
