KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank
butyrates/metabolism	MESH	0.010752688172043	1	0	0.406698315287406	0.169809700877478	0.0166662923114935	-1.78290403691137	161
carcinoma non-small-cell lung	MESH	0.010752688172043	1	0	0.407355122851718	0.339619401754956	0.0785696637541834	-1.97242490141107	182
carcinoma non-small-cell lung/complications	MESH	0.010752688172043	1	38.3333333333333	0.290739728037802	0.84904850438739	0.207609891961097	2.67248107880313	92
carcinoma non-small-cell lung/drug therapy	MESH	0.021505376344086	2	2298.66666666667	0.444641171047891	0.520372995777007	0.252824509781901	6.80133803298919	59
carcinoma renal cell/drug therapy	MESH	0.021505376344086	2	92.5	0.336581961608525	2.96251050922977	0.613732845174187	17.7982040119652	26
cd8-positive t-lymphocytes	MESH	0.010752688172043	1	0	0.407355122851718	0.339619401754956	0.0785696637541834	-1.97242490141107	183
cd8-positive t-lymphocytes/cytology	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	66
cd8-positive t-lymphocytes/drug effects	MESH	0.021505376344086	2	145.125	0.282784679391738	2.43476289434514	0.597965005278408	1.83468654954804	106
cd8-positive t-lymphocytes/immunology	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	17
cell line tumor	MESH	0.021505376344086	2	705.25	0.244549497273556	2.79270080835229	0.768378967228948	18.9507375872614	24
chemical and drug induced liver injury/diagnosis	MESH	0.010752688172043	1	0	0.406698315287406	0.169809700877478	0.0166662923114935	-1.78290403691137	163
chemokines/metabolism	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	67
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	84
clostridium infections/chemically induced	MESH	0.010752688172043	1	0	0.408669485823964	0.679238803509912	0.157139327508367	-2.09163065617669	191
colitis	MESH	0.043010752688172	4	1504	0.527167779288159	2.08631359327684	0.698232294872083	-1.41680435291148	141
colitis collagenous/drug therapy	MESH	0.010752688172043	1	0	0.278559798478072	0.509429102632434	0.12380674288538	-2.37009497098198	201
colitis microscopic/chemically induced	MESH	0.021505376344086	2	180.5	0.453303653125659	0.585174696945077	0.201927180431706	-1.90302142846463	172
colitis microscopic/diagnosis	MESH	0.0104166666666666	1	0	0.358605135469242	1.11116635349752	0.245232586869118	6.94100561470677	55
colitis ulcerative	MESH	0.010752688172043	1	0	0.406700176235845	0.169809700877478	0.0166662923114935	-1.82417739426199	167
colitis ulcerative/chemically induced	MESH	0.010752688172043	1	0	0.409727983183175	1.01885820526487	0.240470789065834	-1.5670756871404	146
colitis ulcerative/drug therapy	MESH	0.021505376344086	2	798.583333333333	0.402799995736776	3.41453581169448	0.849262145953595	7.84582328911251	53
colitis ulcerative/immunology	MESH	0.021505376344086	2	145.125	0.282784679391738	2.43476289434514	0.597965005278408	1.83468654954804	105
colitis ulcerative/physiopathology	MESH	0.010752688172043	1	0	0.248001522027454	0.339619401754956	0.0785696637541834	-1.45530454387977	144
colitis/chemically induced	MESH	0.741935483870968	69	21683	0.612528621050325	4.9988281199572	0.985781990521327	-2.34168234970619	198
colitis/diagnosis	MESH	0.021505376344086	2	28	0.336372262566694	1.18866790614235	0.268861885402394	-1.96346004307192	181
colitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	2
colitis/drug therapy	MESH	0.032258064516129	3	570.5	0.360402745813611	2.88676491491713	0.711304777520721	8.87303400249555	49
colitis/epidemiology	MESH	0.010752688172043	1	0	0.379817428803418	0.509429102632434	0.12380674288538	1.95197906592777	100
colitis/etiology	MESH	0.021505376344086	2	2595	0.354783987940917	2.03771641052974	0.698726443700725	13.7084035381297	41
colitis/therapy	MESH	0.010752688172043	1	0	0.407161181884277	0.339619401754956	0.0785696637541834	-1.85990997552575	170
colon/chemistry	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	83
colon/diagnostic imaging	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	117
colon/drug effects	MESH	0.032258064516129	3	298.839285714286	0.28620792613357	2.60457259522262	0.679477100694055	1.29159202167394	107
colon/immunology	MESH	0.021505376344086	2	0.5	0.452719943687207	0.754984397822555	0.163428494418364	-1.92762749911363	173
colonic neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	40
colorectal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	2
crohn disease/drug therapy	MESH	0.010752688172043	1	0	0.420386893879576	0.339619401754956	0.0785696637541834	-1.3539325766592	140
crohn disease/immunology	MESH	0.010752688172043	1	0	0.232796896296352	1.01885820526487	0.240470789065834	2.00477361797906	97
crohn disease/physiopathology	MESH	0.010752688172043	1	0	0.248001522027454	0.339619401754956	0.0785696637541834	-1.45530454387977	143
ctla-4 antigen/antagonists & inhibitors	MESH	0.032258064516129	3	1707.78571428571	0.475288573049389	2.08631359327684	0.705285146335437	-0.766950034167665	131
ctla-4 antigen/immunology	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	70
cytomegalovirus infections/complications	MESH	0.010752688172043	1	0	0.406700176235845	0.169809700877478	0.0166662923114935	-1.82417739426199	168
cytomegalovirus infections/diagnosis	MESH	0.010752688172043	1	0	0.405858467944017	0.169809700877478	0.0166662923114935	-1.43971510090215	142
cytotoxicity immunologic	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	21
dermatitis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	3
dextran sulfate/adverse effects	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	38
diabetes mellitus type 1/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	3
diarrhea	MESH	0.021505376344086	2	0	0.469865806008404	1.34015909476763	0.257137081377327	-2.1012003216608	193
diarrhea/chemically induced	MESH	0.150537634408602	14	4538.67857142857	0.596279317835566	2.5932017708475	0.819613216235035	-1.70950233215501	155
diarrhea/diagnosis	MESH	0.0104166666666666	1	0	0.358605135469242	1.11116635349752	0.245232586869118	6.94100561470677	54
diarrhea/etiology	MESH	0.0104166666666666	1	0	0.358959160664134	1.48155513799669	0.311897756115092	9.94018467931495	45
diarrhea/therapy	MESH	0.010752688172043	1	45.5833333333333	0.420320545707135	0.509429102632434	0.14249455313223	-0.732833180459887	127
disease progression	MESH	0.010752688172043	1	202.46875	0.414020578664468	1.01885820526487	0.360706183598751	-2.61874428030466	206
disease susceptibility	MESH	0.010752688172043	1	65.3333333333333	0.415890276821342	0.509429102632434	0.144830529413086	-2.95493735788419	209
dose-response relationship drug	MESH	0.021505376344086	2	1325.08333333333	0.385478599620517	2.50041334326156	0.778778553940837	14.0454554786844	33
drug resistance/immunology	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	119
drug synergism	MESH	0.021505376344086	2	705.25	0.244549497273556	2.79270080835229	0.768378967228948	18.9507375872614	23
drug-related side effects and adverse reactions	MESH	0.021505376344086	2	164.6	0.304240368949597	1.01885820526487	0.349363221850363	-1.59299411765348	153
drug-related side effects and adverse reactions/diagnosis	MESH	0.010752688172043	1	0	0.406675519885827	0.339619401754956	0.0785696637541834	-1.58472888516481	152
drug-related side effects and adverse reactions/prevention & control	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	18
drugs investigational/administration & dosage	MESH	0.010752688172043	1	114.138888888889	0.316626598432736	0.84904850438739	0.253745423508007	16.2678890106302	29
dysbiosis/etiology	MESH	0.010752688172043	1	660	0.435690178743451	1.01885820526487	0.417420992340693	3.43853055170175	76
encephalitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	7
endometrial neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.409798463672095	0.520372995777007	0.133330338491948	-1.95001482254236	178
enterocolitis/chemically induced	MESH	0.021505376344086	2	414.833333333333	0.311531371762023	1.18866790614235	0.403292828103592	-1.17830684503114	135
escherichia coli infections/drug therapy	MESH	0.010752688172043	1	0	0.408669485823964	0.679238803509912	0.157139327508367	-2.09163065617669	189
esophagitis	MESH	0.010752688172043	1	0	0.407355122851718	0.339619401754956	0.0785696637541834	-1.97242490141108	185
exanthema/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	14
fatigue/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	7
feces	MESH	0.010752688172043	1	23	0.426488336892022	0.509429102632434	0.131982659868377	2.91495706186388	88
feces/chemistry	MESH	0.010752688172043	1	1138.90376984127	0.469534365748508	2.95747457747802	0.867276116888659	4.51316953709286	71
gastritis/chemically induced	MESH	0.0106382978723404	1	0	0.408509747201346	0.180753594022051	0.0261898879180611	-1.71791680842477	158
gastritis/complications	MESH	0.010752688172043	1	202.46875	0.414020578664468	1.01885820526487	0.360706183598751	-2.61874428030466	204
gastrointestinal hemorrhage/etiology	MESH	0.0104166666666666	1	0	0.358959160664134	1.48155513799669	0.311897756115092	9.94018467931495	44
gastrointestinal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
gastrointestinal tract/metabolism	MESH	0.010752688172043	1	0	0.31558990376232	0.84904850438739	0.188091013229712	-1.19201598053423	137
gene expression regulation neoplastic	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	1
gene expression regulation/genetics	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	62
gentian violet	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
glucocorticoids	MESH	0.010752688172043	1	0	0.209756483364103	0.339619401754956	0.0785696637541834	16.1398854177326	31
glucocorticoids/administration & dosage	MESH	0.0104166666666666	1	0	0.358959160664134	1.48155513799669	0.311897756115092	9.94018467931495	47
glucocorticoids/pharmacology	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	122
glucocorticoids/therapeutic use	MESH	0.010752688172043	1	202.46875	0.414020578664468	1.01885820526487	0.360706183598751	-2.61874428030466	205
glycoproteins/metabolism	MESH	0.010752688172043	1	0	0.309933375305487	0.509429102632434	0.12380674288538	1.02540390299333	109
graft vs host disease/immunology	MESH	0.010752688172043	1	0	0.232796896296352	1.01885820526487	0.240470789065834	2.00477361797906	98
growth inhibitors/therapeutic use	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	16
hashimoto disease/chemically induced	MESH	0.010752688172043	1	0	0.409727983183175	1.01885820526487	0.240470789065834	-1.5670756871404	149
hepatitis autoimmune/etiology	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	6
hepatitis/diagnosis	MESH	0.010752688172043	1	0	0.406698315287406	0.169809700877478	0.0166662923114935	-1.78290403691137	162
hepatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	3
host microbial interactions/drug effects	MESH	0.010752688172043	1	660	0.435690178743451	1.01885820526487	0.417420992340693	3.43853055170175	75
ht29 cells	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	6
hypophysitis/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	11
immune checkpoint inhibitors	MESH	0.32258064516129	30	8754.83333333333	0.612528621050126	6.07428116283188	0.981110037959614	-2.38662106689826	202
immune checkpoint inhibitors/administration & dosage	MESH	0.043010752688172	4	244	0.272194257064512	1.01885820526487	0.365243368298106	11.0278672313372	43
immune checkpoint inhibitors/adverse effects	MESH	0.56989247311828	53	18161.375	0.612528621050325	4.71176166376074	0.976393162777116	-2.31828313871989	197
immune checkpoint inhibitors/pharmacology	MESH	0.043010752688172	4	1010.42261904762	0.348805214030145	2.04866030367431	0.671930100402057	-2.19825815532148	196
immune checkpoint inhibitors/therapeutic use	MESH	0.021505376344086	2	679	0.266977580618292	3.59619500538696	0.848094157813167	26.1874640515168	1
immune system diseases/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
immunocompromised host	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	3
immunologic factors	MESH	0.021505376344086	2	0	0.452152371265518	0.585174696945077	0.138092136295231	-1.81118961135265	166
immunologic memory/drug effects	MESH	0.010752688172043	1	655.25	0.354093397181661	1.35847760701982	0.498551245479661	1.89858142559858	101
immunosuppressive agents/pharmacology	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	120
immunosuppressive agents/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	1
inflammation	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
inflammation/drug therapy	MESH	0.021505376344086	2	1671.55952380952	0.38466576606797	2.37733581228469	0.768805732126412	2.79716552207537	91
inflammatory bowel diseases	MESH	0.021505376344086	2	807.5	0.408268417992176	1.5282873078973	0.566294557624492	-1.22388559075711	139
inflammatory bowel diseases/complications	MESH	0.021505376344086	2	1	0.348028916438938	0.339619401754956	0.0800521102401114	2.10067334231875	96
inflammatory bowel diseases/drug therapy	MESH	0.032258064516129	3	429	0.400214896766695	0.679238803509912	0.256463242065542	8.41231212261773	50
infliximab/administration & dosage	MESH	0.010752688172043	1	38.3333333333333	0.290739728037802	0.84904850438739	0.207609891961097	2.67248107880313	93
infliximab/adverse effects	MESH	0.043010752688172	4	677.166666666667	0.364538071753564	2.28327170571986	0.656544102782956	-2.06869486933178	188
interferon-gamma/metabolism	MESH	0.010752688172043	1	655.25	0.354093397181661	1.35847760701982	0.498551245479661	1.89858142559858	102
interleukin-12/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.302942898271805	0.509429102632434	0.12380674288538	6.91020095039788	57
interleukin-17/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	8
interleukin-23/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.302942898271805	0.509429102632434	0.12380674288538	6.91020095039788	56
intestinal mucosa/chemistry	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	80
intestinal mucosa/diagnostic imaging	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	121
intestinal mucosa/immunology	MESH	0.010752688172043	1	0	0.407159316714585	0.339619401754956	0.0785696637541834	-1.80530801271698	165
ipilimumab/adverse effects	MESH	0.0967741935483871	9	1.5	0.612203403798489	2.32842038694957	0.389276970418454	-2.153034279229	194
ipilimumab/therapeutic use	MESH	0.032258064516129	3	143.5	0.373130133063011	3.54768520617485	0.677208508344377	17.0940541312214	27
leukemia lymphocytic chronic b-cell/drug therapy	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	85
leukocyte l1 antigen complex/analysis	MESH	0.010752688172043	1	1138.90376984127	0.469534365748508	2.95747457747802	0.867276116888659	4.51316953709286	72
ligands	MESH	0.010752688172043	1	0	0.36775346228146	0.339619401754956	0.0785696637541834	-0.747756736724066	130
lung neoplasms	MESH	0.010752688172043	1	111.5	0.411330672278474	0.339619401754956	0.103771254014959	-1.98792333625036	187
lung neoplasms/drug therapy	MESH	0.021505376344086	2	0	0.407329503569051	0.339619401754956	0.0785696637541834	-1.77682432609741	160
lymphocytes tumor-infiltrating/immunology	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	15
lymphocytes tumor-infiltrating/metabolism	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	4
lymphocytes/drug effects	MESH	0.010752688172043	1	141.421428571429	0.427275321098592	1.01885820526487	0.335751667752297	-1.9455609829718	174
lymphocytosis/chemically induced	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	86
lymphoma non-hodgkin/drug therapy	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	82
macrophages/drug effects	MESH	0.010752688172043	1	0	0.232796896296352	1.01885820526487	0.240470789065834	2.00477361797906	99
melanoma/complications	MESH	0.032258064516129	3	652.785714285714	0.343505711757623	1.87885060279683	0.556591271534781	-2.6866233476389	208
melanoma/drug therapy	MESH	0.053763440860215	5	108.933333333333	0.341956542760697	2.3590173000325	0.533882886727612	-0.708622745403733	126
melanoma/genetics	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	69
melanoma/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7
mesalamine/pharmacology	MESH	0.010752688172043	1	41.5714285714286	0.27824236205823	0.679238803509912	0.177893578311359	-0.0413170030552555	115
metabolome/drug effects	MESH	0.010752688172043	1	660	0.435690178743451	1.01885820526487	0.417420992340693	3.43853055170175	74
micrornas/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	3
mucositis/chemically induced	MESH	0.010752688172043	1	0	0.300802155953465	1.35847760701982	0.295231463803598	-0.162636814579126	118
multigene family	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	68
myasthenia gravis/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	5
myasthenia gravis/diagnosis	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	2
mycophenolic acid	MESH	0.0106382978723404	1	0	0.408509747201346	0.180753594022051	0.0261898879180611	-1.71791680842477	156
myeloid cells/cytology	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	65
myeloid-derived suppressor cells/metabolism	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	39
myocarditis/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	9
myocarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	6
neoplasm recurrence local/drug therapy	MESH	0.010752688172043	1	0	0.409798463672095	0.520372995777007	0.133330338491948	-1.95001482254236	180
neoplasms	MESH	0.043010752688172	4	693.166666666667	0.480831901866804	1.26441350045499	0.449428359650502	-2.64514523673417	207
neoplasms/complications	MESH	0.032258064516129	3	137	0.344933437749037	1.35847760701982	0.4010691583747	8.12492536871316	51
neoplasms/diagnosis	MESH	0.010752688172043	1	114.138888888889	0.316626598432736	0.84904850438739	0.253745423508007	16.2678890106302	30
neoplasms/diagnostic imaging	MESH	0.021505376344086	2	0	1.20454310422196	1.69809700877478	1	0	1
neoplasms/drug therapy	MESH	0.129032258064516	12	9903.09523809523	0.612524399835968	6.5638950913338	0.990521327014218	-2.34648602238255	199
neoplasms/therapy	MESH	0.010752688172043	1	45.5833333333333	0.420320545707135	0.509429102632434	0.14249455313223	-0.732833180459887	128
nephritis/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	4
neutrophils/drug effects	MESH	0.010752688172043	1	141.421428571429	0.427275321098592	1.01885820526487	0.335751667752297	-1.9455609829718	175
nivolumab/adverse effects	MESH	0.129032258064516	12	4087.16666666666	0.61247069690717	5.20704312164214	0.957660429909481	-2.17934560231136	195
nivolumab/therapeutic use	MESH	0.021505376344086	2	415.333333333333	0.253475827401562	2.54714551316217	0.683812133599874	21.573965428353	22
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.406674639265867	0.169809700877478	0.0166662923114935	-1.66566693596111	154
paclitaxel/therapeutic use	MESH	0.010752688172043	1	0	0.409727983183175	1.01885820526487	0.240470789065834	-1.5670756871404	145
pancreatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	11
pericarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	9
phenotype	MESH	0.021505376344086	2	145.125	0.282784679391738	2.43476289434514	0.601401585768514	1.8354357566691	104
phosphatidylinositol 3-kinases/metabolism	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	19
phthalazines/administration & dosage	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	36
piperazines/administration & dosage	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	37
piperidines/therapeutic use	MESH	0.021505376344086	2	6	0.321722288125865	1.43422320133247	0.314143887154377	2.83184827911714	89
pneumonia	MESH	0.010752688172043	1	0	0.36775346228146	0.339619401754956	0.0785696637541834	-0.747756736724066	129
pneumonia/chemically induced	MESH	0.032258064516129	3	3026.33333333333	0.383804457379199	3.61421022274165	0.930167785988635	18.066460182104	25
pneumonia/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	5
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010752688172043	1	0	0.204545615429313	1.35847760701982	0.295231463803598	13.779547482376	35
postoperative complications	MESH	0.010752688172043	1	65.3333333333333	0.415890276821342	0.509429102632434	0.144830529413086	-2.95493735788419	210
prednisolone/administration & dosage	MESH	0.0104166666666666	1	0	0.358959160664134	1.48155513799669	0.311897756115092	9.94018467931495	46
prednisolone/therapeutic use	MESH	0.010752688172043	1	0	0.407361012061259	0.509429102632434	0.12380674288538	-1.89156543770533	171
prednisone/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	6
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.086021505376344	8	912.5	0.516409063147655	1.88935548083383	0.60807259495519	-0.962975621204907	134
programmed cell death 1 receptor/metabolism	MESH	0.010752688172043	1	0	0.31558990376232	0.84904850438739	0.188091013229712	-1.19201598053423	138
protective agents/pharmacology	MESH	0.010752688172043	1	41.5714285714286	0.27824236205823	0.679238803509912	0.177893578311359	-0.0413170030552555	116
protein kinase inhibitors/adverse effects	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	79
protein kinase inhibitors/therapeutic use	MESH	0.010752688172043	1	354.833333333333	0.418573377110119	0.84904850438739	0.301655398575953	-0.415051983236877	125
proton pump inhibitors/adverse effects	MESH	0.010752688172043	1	0	0.319632134707818	0.509429102632434	0.12380674288538	12.9203266802529	42
pruritus/chemically induced	MESH	0.010752688172043	1	82.820512820513	0.314251465898713	2.91309349943381	0.600053907144943	22.5590687836861	8
psoriasis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	1
purines/adverse effects	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	77
pyrimidines/therapeutic use	MESH	0.021505376344086	2	6	0.321722288125865	1.43422320133247	0.31165068170077	2.83130473669598	90
quinazolinones/adverse effects	MESH	0.0106382978723404	1	0	0.386586378623655	2.34979672228666	0.404752813279127	3.16275561619928	81
