kw1	kw2	inv_edge_weight	pg	iteration	R1C1	edge_weight	crit_p
IL6	IL17C	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	IL21	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	IL4	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
IL6	LIF	0.8301902991225216	0.0017899010765538	0	1	0.021505376344086	0.0037694605453253
LIF	gastrointestinal neoplasms/drug therapy	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	BTLA	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	CD28	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	CSF2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
LIF	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
LIF	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	BTLA	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	CD28	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	CSF2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
gastrointestinal neoplasms/drug therapy	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
gastrointestinal neoplasms/drug therapy	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	CD28	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	CSF2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
BTLA	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
BTLA	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	CSF2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CD28	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
CD28	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CSF2	HAVCR2	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CSF2	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CSF2	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CSF2	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
CSF2	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
CSF2	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
HAVCR2	IL15	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
HAVCR2	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
HAVCR2	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
HAVCR2	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
HAVCR2	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL15	IL17C	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL15	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL15	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
IL15	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL17C	IL21	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL17C	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
IL17C	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL21	IL22	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
IL21	IL4	0.8301902991225216	9.37505645396408e-05	0	1	0.010752688172043	0.0002777578837603
IL22	tryptophan/pharmacology	0.8301902991225216	1.4288104033255422e-10	0	1	0.021505376344086	1.4978957415083155e-09
IL22	immune checkpoint inhibitors/pharmacology	0.8301902991225216	0.0045271389450379	0	1	0.0846189808321645	0.0084684128501298
IL22	AHR	0.8301902991225216	1.4288104033255422e-10	0	1	0.021505376344086	1.4978957415083155e-09
IL22	IL4	0.8301902991225216	0.0006439898318757	0	1	0.021505376344086	0.0014984543892913
arthritis/chemically induced	nivolumab/therapeutic use	0.8301902991225216	1.9186614984678663e-05	0	1	0.021505376344086	7.234794741258278e-05
arthritis/chemically induced	IL17A	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
arthritis/chemically induced	glucocorticoids	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
arthritis/chemically induced	CHI3L1	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
arthritis/chemically induced	CXCL8	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
glucocorticoids	nivolumab/therapeutic use	0.8301902991225216	1.9186614984678663e-05	0	1	0.021505376344086	7.234794741258278e-05
glucocorticoids	IL17A	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
glucocorticoids	CHI3L1	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
glucocorticoids	CXCL8	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
CHI3L1	nivolumab/therapeutic use	0.8301902991225216	1.9186614984678663e-05	0	1	0.021505376344086	7.234794741258278e-05
CHI3L1	IL17A	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
CHI3L1	CXCL8	0.8301902991225216	6.983302824892236e-14	0	1	0.010752688172043	1.1196757806633936e-12
CXCL8	nivolumab/therapeutic use	0.8301902991225216	1.9186614984678663e-05	0	1	0.021505376344086	7.234794741258278e-05
CXCL8	IL17A	0.8301902991225216	1.3102028466271952e-05	0	1	0.021505376344086	5.060459577661313e-05
protective agents/pharmacology	mesalamine/pharmacology	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
protective agents/pharmacology	colon/drug effects	0.8301902991225216	2.3439723022211645e-05	0	1	0.032258064516129	8.717932071419068e-05
protective agents/pharmacology	immune checkpoint inhibitors/pharmacology	0.8301902991225216	1.3929446125438003e-06	0	1	0.043010752688172	8.228292014655019e-06
protective agents/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
protective agents/pharmacology	ACAD8	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
mesalamine/pharmacology	colon/drug effects	0.8301902991225216	2.3439723022211645e-05	0	1	0.032258064516129	8.717932071419068e-05
mesalamine/pharmacology	ACAD8	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
mesalamine/pharmacology	immune checkpoint inhibitors/pharmacology	0.8301902991225216	1.3929446125438003e-06	0	1	0.043010752688172	8.228292014655019e-06
mesalamine/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
colon/drug effects	colitis ulcerative/immunology	0.5846350039324011	1.4228516045378117e-06	0	2	0.0007012622720897	8.302143307211451e-06
colon/drug effects	macrophages/drug effects	0.8301902991225216	0.0001660054582111	0	1	0.032258064516129	0.0004664777824253
colon/drug effects	interferon-gamma/metabolism	0.8301902991225216	0.0010372325214909	0	1	0.032258064516129	0.0023588076889209
colon/drug effects	immunologic memory/drug effects	0.8301902991225216	0.0010372325214909	0	1	0.032258064516129	0.0023588076889209
colon/drug effects	crohn disease/immunology	0.8301902991225216	0.0001660054582111	0	1	0.032258064516129	0.0004664777824253
colon/drug effects	trinitrobenzenesulfonic acid/adverse effects	0.8301902991225216	2.3439723022211645e-05	0	1	0.032258064516129	8.717932071419068e-05
colon/drug effects	graft vs host disease/immunology	0.8301902991225216	0.0001660054582111	0	1	0.032258064516129	0.0004664777824253
colon/drug effects	cd8-positive t-lymphocytes/drug effects	0.5846350039324011	1.4228516045378117e-06	0	2	0.0007012622720897	8.302143307211451e-06
colon/drug effects	phenotype	0.5846350039324011	1.4228516045378117e-06	0	2	0.0007012622720897	8.302143307211451e-06
colon/drug effects	ACAD8	0.8301902991225216	0.0033230272463853	0	1	0.0638148667601683	0.0063786076318945
immune checkpoint inhibitors/pharmacology	inflammatory bowel diseases	0.8301902991225216	9.105000230447136e-05	0	1	0.0846189808321645	0.0002777578837603
immune checkpoint inhibitors/pharmacology	colitis/diagnosis	0.8301902991225216	4.232276377758026e-05	0	1	0.0846189808321645	0.0001541065520756
immune checkpoint inhibitors/pharmacology	ACAD8	0.8301902991225216	0.0007650097159677	0	1	0.0846189808321645	0.001771405992799
immune checkpoint inhibitors/pharmacology	colitis collagenous/drug therapy	0.8301902991225216	6.3687943807622105e-12	0	1	0.043010752688172	9.068402745144997e-11
immune checkpoint inhibitors/pharmacology	skin neoplasms/complications	0.8301902991225216	6.3687943807622105e-12	0	1	0.043010752688172	9.068402745144997e-11
immune checkpoint inhibitors/pharmacology	tryptophan/pharmacology	0.8301902991225216	8.488771907622095e-10	0	1	0.043010752688172	7.743202371973273e-09
immune checkpoint inhibitors/pharmacology	programmed cell death 1 receptor/metabolism	0.8301902991225216	2.365995095399143e-07	0	1	0.043010752688172	1.5354825312998518e-06
immune checkpoint inhibitors/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0.8301902991225216	1.3929446125438003e-06	0	1	0.043010752688172	8.228292014655019e-06
immune checkpoint inhibitors/pharmacology	gastrointestinal tract/metabolism	0.8301902991225216	2.365995095399143e-07	0	1	0.043010752688172	1.5354825312998518e-06
immune checkpoint inhibitors/pharmacology	b7-h1 antigen/metabolism	0.8301902991225216	2.365995095399143e-07	0	1	0.043010752688172	1.5354825312998518e-06
immune checkpoint inhibitors/pharmacology	AHR	0.8301902991225216	8.488771907622095e-10	0	1	0.043010752688172	7.743202371973273e-09
trinitrobenzenesulfonic acid/adverse effects	ACAD8	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
ACAD8	urothelium/drug effects	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
ACAD8	carcinoma non-small-cell lung/complications	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
ACAD8	drug-related side effects and adverse reactions	0.8301902991225216	3.632071685855109e-06	0	1	0.0427769985974754	2.0748481367100445e-05
ACAD8	melanoma/complications	0.8301902991225216	0.0005782582526319	0	1	0.0638148667601683	0.0013705798087225
ACAD8	infliximab/administration & dosage	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
ACAD8	CRP	0.8301902991225216	2.896401563035056e-09	0	1	0.021505376344086	2.1419899931282507e-08
PDCD1	CD274	2.381978550337223e-06	0.0005382898811121	0	13	1.555727321934218e-07	0.0012774341954751
PDCD1	CTLA4	5.369752206865892e-05	0.001293939617514	0	11	7.400826146728449e-07	0.0028224172203267
CD274	b7-h1 antigen/antagonists & inhibitors	0.3479096080556238	0.0002239297954592	0	3	0.0035063113604488	0.0005814517869145
CD274	CTLA4	0.010308700389748	0.0020080863838891	0	7	0.0003490778454898	0.0040587169708268
CTLA4	colitis	0.5846350039324011	0.0045640144008352	0	2	0.0795123530046391	0.0085206844195631
CTLA4	inflammatory bowel diseases/drug therapy	0.5846350039324011	0.0045640144008352	0	2	0.042892591279688	0.0085206844195631
CTLA4	ctla-4 antigen/antagonists & inhibitors	0.3479096080556238	0.0025224336864024	0	3	0.0016953593391181	0.0050448673728049
neoplasms	immune checkpoint inhibitors	0.5846350039324011	0.0025310276064748	0	2	0.3879598662207357	0.0050567546315748
neoplasms	infliximab/adverse effects	0.8301902991225216	0.0003058560984983	0	1	0.1637508198518016	0.0007520276236272
neoplasms	colitis	0.8301902991225216	2.7358273814281908e-05	0	1	0.1637508198518016	0.0001015556156374
neoplasms	recurrence	0.8301902991225216	7.771561172376097e-16	0	1	0.043010752688172	1.6660830018981562e-14
neoplasms	diarrhea	0.8301902991225216	1.0481615575486105e-11	0	1	0.0846189808321645	1.481401668002036e-10
neoplasms	inflammatory bowel diseases	0.8301902991225216	2.365995095399143e-07	0	1	0.0846189808321645	1.5354825312998518e-06
neoplasms	LTF	0.8301902991225216	7.771561172376097e-16	0	1	0.043010752688172	1.6660830018981562e-14
immune checkpoint inhibitors	colitis ulcerative	0.8301902991225216	3.0242941484459607e-10	0	1	0.3225806451612903	3.119109856883726e-09
immune checkpoint inhibitors	colitis/therapy	0.8301902991225216	9.99540715695968e-06	0	1	0.3225806451612903	4.049094873774749e-05
immune checkpoint inhibitors	diarrhea	0.5846350039324011	5.909337781773161e-06	0	2	0.1016830294530154	3.3556596689354734e-05
immune checkpoint inhibitors	prednisolone/therapeutic use	0.8301902991225216	0.0021298880586121	0	1	0.3225806451612903	0.0043003454135787
immune checkpoint inhibitors	carcinoma non-small-cell lung	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	esophagitis	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	ulcer/chemically induced	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	diarrhea/therapy	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	colitis	0.3479096080556238	6.683084623093638e-05	0	3	0.0969899665551839	0.000242420636138
immune checkpoint inhibitors	colitis microscopic/chemically induced	0.5846350039324011	8.11341549500355e-10	0	2	0.1016830294530154	7.743202371973273e-09
immune checkpoint inhibitors	immunologic factors	0.5846350039324011	8.11341549500355e-10	0	2	0.1016830294530154	7.743202371973273e-09
immune checkpoint inhibitors	neoplasms/therapy	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	colitis/chemically induced	8.370089365957815e-13	3.344098559976416e-05	0	21	0.8143583149525486	0.0001229391146904
immune checkpoint inhibitors	crohn disease/drug therapy	0.8301902991225216	9.99540715695968e-06	0	1	0.3225806451612903	4.049094873774749e-05
immune checkpoint inhibitors	lung neoplasms	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	cd8-positive t-lymphocytes	0.8301902991225216	0.0003476938855124	0	1	0.3225806451612903	0.0008472540658465
immune checkpoint inhibitors	cytomegalovirus infections/complications	0.8301902991225216	9.99540715695968e-06	0	1	0.3225806451612903	4.049094873774749e-05
immune checkpoint inhibitors	TNF	0.3479096080556238	0.0006526577599305	0	3	0.0312870859855432	0.0015167734542599
infliximab/adverse effects	intestinal mucosa/diagnostic imaging	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	drug resistance/immunology	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	colon/diagnostic imaging	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	skin neoplasms/drug therapy	0.8301902991225216	0.0015703678212359	0	1	0.0846189808321645	0.0034087164993381
infliximab/adverse effects	antibodies monoclonal humanized/therapeutic use	0.8301902991225216	6.3687943807622105e-12	0	1	0.043010752688172	9.068402745144997e-11
infliximab/adverse effects	steroids/adverse effects	0.8301902991225216	6.3687943807622105e-12	0	1	0.043010752688172	9.068402745144997e-11
infliximab/adverse effects	glucocorticoids/pharmacology	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	melanoma/drug therapy	0.5846350039324011	2.481876979598674e-06	0	2	0.0134138885892041	1.4220484315538348e-05
infliximab/adverse effects	immunosuppressive agents/pharmacology	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	drug-related side effects and adverse reactions	0.8301902991225216	0.0001746066731989	0	1	0.0846189808321645	0.0004899257830345
infliximab/adverse effects	mucositis/chemically induced	0.8301902991225216	1.694835870669209e-05	0	1	0.043010752688172	6.441726775372214e-05
infliximab/adverse effects	LTF	0.8301902991225216	8.488771907622095e-10	0	1	0.043010752688172	7.743202371973273e-09
colitis	diarrhea	0.5846350039324011	0.0	0	2	0.0014025245441795	0.0
colitis	pneumonia	0.8301902991225216	9.620737539961509e-11	0	1	0.043010752688172	1.0197981792359201e-09
colitis	inflammatory bowel diseases/drug therapy	0.8301902991225216	0.0002334339983105	0	1	0.1248555091472342	0.0005814517869145
colitis	recurrence	0.8301902991225216	1.2526646386845641e-12	0	1	0.043010752688172	1.8672532270391784e-11
colitis	inflammatory bowel diseases	0.8301902991225216	5.566439962856329e-06	0	1	0.0846189808321645	3.170378343023843e-05
colitis	ligands	0.8301902991225216	9.620737539961509e-11	0	1	0.043010752688172	1.0197981792359201e-09
recurrence	diarrhea	0.8301902991225216	0.0	0	1	0.021505376344086	0.0
recurrence	inflammatory bowel diseases	0.8301902991225216	0.0	0	1	0.021505376344086	0.0
diarrhea	inflammatory bowel diseases	0.8301902991225216	1.957323192414151e-13	0	1	0.0427769985974754	3.0117521380050002e-12
inflammatory bowel diseases	colitis/diagnosis	0.8301902991225216	5.063311991904129e-09	0	1	0.0427769985974754	3.715692030981953e-08
inflammatory bowel diseases	programmed cell death 1 receptor/metabolism	0.8301902991225216	1.957323192414151e-13	0	1	0.021505376344086	3.0117521380050002e-12
inflammatory bowel diseases	gastrointestinal tract/metabolism	0.8301902991225216	1.957323192414151e-13	0	1	0.021505376344086	3.0117521380050002e-12
inflammatory bowel diseases	b7-h1 antigen/metabolism	0.8301902991225216	1.957323192414151e-13	0	1	0.021505376344086	3.0117521380050002e-12
LTF	diarrhea/chemically induced	0.8301902991225216	0.001239801514261	0	1	0.1505376344086021	0.0027158912620093
colitis/therapy	immunologic factors	0.8301902991225216	0.0	0	1	0.021505376344086	0.0
prednisolone/therapeutic use	nivolumab/adverse effects	0.8301902991225216	8.279835420732518e-06	0	1	0.1290322580645161	3.540508179502065e-05
prednisolone/therapeutic use	lung neoplasms/drug therapy	0.8301902991225216	0.0	0	1	0.021505376344086	0.0
carcinoma non-small-cell lung	cd8-positive t-lymphocytes	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
esophagitis	ulcer/chemically induced	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
diarrhea/therapy	colitis/drug therapy	0.8301902991225216	1.887379141862766e-15	0	1	0.032258064516129	3.957274068872701e-14
diarrhea/therapy	neoplasms/therapy	0.8301902991225216	0.0	0	1	0.010752688172043	0.0
colitis microscopic/chemically induced	inflammatory bowel diseases/complications	0.8301902991225216	0.0	0	1	0.0427769985974754	0.0
neoplasms/therapy	colitis/drug therapy	0.8301902991225216	1.887379141862766e-15	0	1	0.032258064516129	3.957274068872701e-14
colitis/chemically induced	nivolumab/adverse effects	0.0002278681042509	0.0041246524905659	0	10	0.3515184224404146	0.0077230980883216
colitis/chemically induced	immune checkpoint inhibitors/adverse effects	0.0	6.640305417915382e-05	0	41	0.28552761772611	0.0002413276711882
