kw1	kw2	crit_p	edge_weight	inv_edge_weight	iteration	pg	R1C1
enterocolitis/chemically induced	gastritis/complications	1.0197981792359201e-09	0.021505376344086	0.830190299122522	0	9.620737539961509e-11	1
enterocolitis/chemically induced	glucocorticoids/therapeutic use	1.0197981792359201e-09	0.021505376344086	0.830190299122522	0	9.620737539961509e-11	1
gastritis/complications	glucocorticoids/therapeutic use	1.11967578066339e-12	0.010752688172043	0.830190299122522	0	6.98330282489224e-14	1
gastritis/complications	neoplasms/drug therapy	0.008650672897396	0.129032258064516	0.830190299122522	0	0.0046517769353922	1
glucocorticoids/therapeutic use	neoplasms/drug therapy	0.008650672897396	0.129032258064516	0.830190299122522	0	0.0046517769353922	1
neoplasms/drug therapy	AHR	0.0003281348458297	0.129032258064516	0.830190299122522	0	0.0001112700446812	1
neoplasms/drug therapy	anti-bacterial agents/adverse effects	0.0026891839170452	0.129032258064516	0.830190299122522	0	0.0012043173595439	1
neoplasms/drug therapy	biological products/therapeutic use	0.0003281348458297	0.129032258064516	0.830190299122522	0	0.0001112700446812	1
neoplasms/drug therapy	biomarkers/analysis	0.0010715617451913	0.129032258064516	0.830190299122522	0	0.0004436759846442	1
neoplasms/drug therapy	butyrates/metabolism	3.07142551289074e-06	0.129032258064516	0.830190299122522	0	4.86148063361114e-07	1
neoplasms/drug therapy	chemical and drug induced liver injury/diagnosis	3.07142551289074e-06	0.129032258064516	0.830190299122522	0	4.86148063361114e-07	1
neoplasms/drug therapy	clostridium infections/chemically induced	0.0026891839170452	0.129032258064516	0.830190299122522	0	0.0012043173595439	1
neoplasms/drug therapy	colitis/chemically induced	0.0037111950599129	0.126233984373546	5.36975220686589e-05	0	0.0017136073625698	11
neoplasms/drug therapy	colon/immunology	1.25589414996662e-08	0.0154277699859747	0.584635003932401	0	1.6323991047784102e-09	2
neoplasms/drug therapy	diarrhea/chemically induced	0.0002516978247196	0.0161314791677859	0.0777468263617441	0	6.95203111253928e-05	5
neoplasms/drug therapy	escherichia coli infections/drug therapy	0.0026891839170452	0.129032258064516	0.830190299122522	0	0.0012043173595439	1
neoplasms/drug therapy	feces/chemistry	0.0010715617451913	0.129032258064516	0.830190299122522	0	0.0004436759846442	1
neoplasms/drug therapy	hepatitis/diagnosis	3.07142551289074e-06	0.129032258064516	0.830190299122522	0	4.86148063361114e-07	1
neoplasms/drug therapy	immune checkpoint inhibitors/adverse effects	0.0002635619546159	0.0079594183628137	5.36975220686589e-05	0	7.30735188636533e-05	11
neoplasms/drug therapy	intestinal mucosa/immunology	5.4994032065045e-05	0.129032258064516	0.830190299122522	0	1.4296142507475e-05	1
neoplasms/drug therapy	leukocyte l1 antigen complex/analysis	0.0010715617451913	0.129032258064516	0.830190299122522	0	0.0004436759846442	1
neoplasms/drug therapy	protein kinase inhibitors/therapeutic use	0.0026891839170452	0.129032258064516	0.830190299122522	0	0.0012043173595439	1
neoplasms/drug therapy	t-lymphocyte subsets/immunology	5.4994032065045e-05	0.129032258064516	0.830190299122522	0	1.4296142507475e-05	1
neoplasms/drug therapy	tryptophan/pharmacology	0.0003281348458297	0.129032258064516	0.830190299122522	0	0.0001112700446812	1
neoplasms/drug therapy	virus diseases/etiology	0.0026891839170452	0.129032258064516	0.830190299122522	0	0.0012043173595439	1
ACAD8	carcinoma non-small-cell lung/complications	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	colon/drug effects	0.0063786076318945	0.0638148667601683	0.830190299122522	0	0.0033230272463853	1
ACAD8	CRP	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	drug-related side effects and adverse reactions	2.07484813671004e-05	0.0427769985974754	0.830190299122522	0	3.63207168585511e-06	1
ACAD8	immune checkpoint inhibitors/pharmacology	0.001771405992799	0.0846189808321645	0.830190299122522	0	0.0007650097159677	1
ACAD8	infliximab/administration & dosage	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	melanoma/complications	0.0013705798087225	0.0638148667601683	0.830190299122522	0	0.0005782582526319	1
ACAD8	mesalamine/pharmacology	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	protective agents/pharmacology	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	trinitrobenzenesulfonic acid/adverse effects	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
ACAD8	urothelium/drug effects	2.14198999312825e-08	0.021505376344086	0.830190299122522	0	2.89640156303506e-09	1
carcinoma non-small-cell lung/complications	CRP	0.0	0.010752688172043	0.830190299122522	0	0.0	1
carcinoma non-small-cell lung/complications	drug-related side effects and adverse reactions	4.59846172700811e-10	0.021505376344086	0.830190299122522	0	4.16946477344027e-11	1
carcinoma non-small-cell lung/complications	immune checkpoint inhibitors/administration & dosage	0.0020084704002361	0.043010752688172	0.830190299122522	0	0.000872653019809	1
carcinoma non-small-cell lung/complications	infliximab/administration & dosage	0.0	0.010752688172043	0.830190299122522	0	0.0	1
carcinoma non-small-cell lung/complications	melanoma/complications	4.85297920743299e-06	0.032258064516129	0.830190299122522	0	8.11373358056144e-07	1
carcinoma non-small-cell lung/complications	urothelium/drug effects	0.0	0.010752688172043	0.830190299122522	0	0.0	1
colon/drug effects	CD4	0.0080231092761845	0.063143445435827	0.819246405977949	1	0.0044756364491657	1
colon/drug effects	CD68	0.0080231092761845	0.063143445435827	0.819246405977949	1	0.0044756364491657	1
colon/drug effects	cd8-positive t-lymphocytes/drug effects	8.30214330721145e-06	0.0007012622720897	0.584635003932401	0	1.42285160453781e-06	2
colon/drug effects	colitis ulcerative/immunology	8.30214330721145e-06	0.0007012622720897	0.584635003932401	0	1.42285160453781e-06	2
colon/drug effects	crohn disease/immunology	0.0004664777824253	0.032258064516129	0.830190299122522	0	0.0001660054582111	1
colon/drug effects	graft vs host disease/immunology	0.0004664777824253	0.032258064516129	0.830190299122522	0	0.0001660054582111	1
colon/drug effects	immunologic memory/drug effects	0.0023588076889209	0.032258064516129	0.830190299122522	0	0.0010372325214909	1
colon/drug effects	interferon-gamma/metabolism	0.0023588076889209	0.032258064516129	0.830190299122522	0	0.0010372325214909	1
colon/drug effects	macrophages/drug effects	0.0004664777824253	0.032258064516129	0.830190299122522	0	0.0001660054582111	1
colon/drug effects	mesalamine/pharmacology	8.71793207141907e-05	0.032258064516129	0.830190299122522	0	2.34397230222116e-05	1
colon/drug effects	phenotype	8.30214330721145e-06	0.0007012622720897	0.584635003932401	0	1.42285160453781e-06	2
colon/drug effects	protective agents/pharmacology	8.71793207141907e-05	0.032258064516129	0.830190299122522	0	2.34397230222116e-05	1
colon/drug effects	trinitrobenzenesulfonic acid/adverse effects	8.71793207141907e-05	0.032258064516129	0.830190299122522	0	2.34397230222116e-05	1
colon/drug effects	CD8A	0.0088460707221292	0.0064389697648376	0.5583234571556446	2	0.0051214093654432	2
CRP	drug-related side effects and adverse reactions	4.59846172700811e-10	0.021505376344086	0.830190299122522	0	4.16946477344027e-11	1
CRP	immune checkpoint inhibitors/administration & dosage	0.0020084704002361	0.043010752688172	0.830190299122522	0	0.000872653019809	1
CRP	infliximab/administration & dosage	0.0	0.010752688172043	0.830190299122522	0	0.0	1
CRP	melanoma/complications	4.85297920743299e-06	0.032258064516129	0.830190299122522	0	8.11373358056144e-07	1
CRP	urothelium/drug effects	0.0	0.010752688172043	0.830190299122522	0	0.0	1
drug-related side effects and adverse reactions	infliximab/administration & dosage	4.59846172700811e-10	0.021505376344086	0.830190299122522	0	4.16946477344027e-11	1
drug-related side effects and adverse reactions	infliximab/adverse effects	0.0004899257830345	0.0846189808321645	0.830190299122522	0	0.0001746066731989	1
drug-related side effects and adverse reactions	melanoma/complications	0.0003619960532727	0.0638148667601683	0.830190299122522	0	0.000124270133592	1
drug-related side effects and adverse reactions	melanoma/drug therapy	0.0023588076889209	0.105189340813464	0.830190299122522	0	0.0010372325214909	1
drug-related side effects and adverse reactions	TNF	0.0003619960532727	0.0638148667601683	0.830190299122522	0	0.000124270133592	1
drug-related side effects and adverse reactions	urothelium/drug effects	4.59846172700811e-10	0.021505376344086	0.830190299122522	0	4.16946477344027e-11	1
immune checkpoint inhibitors/pharmacology	AHR	7.74320237197327e-09	0.043010752688172	0.830190299122522	0	8.488771907622091e-10	1
immune checkpoint inhibitors/pharmacology	b7-h1 antigen/metabolism	1.53548253129985e-06	0.043010752688172	0.830190299122522	0	2.36599509539914e-07	1
immune checkpoint inhibitors/pharmacology	colitis collagenous/drug therapy	9.068402745145001e-11	0.043010752688172	0.830190299122522	0	6.36879438076221e-12	1
immune checkpoint inhibitors/pharmacology	colitis/diagnosis	0.0001541065520756	0.0846189808321645	0.830190299122522	0	4.23227637775803e-05	1
immune checkpoint inhibitors/pharmacology	gastrointestinal tract/metabolism	1.53548253129985e-06	0.043010752688172	0.830190299122522	0	2.36599509539914e-07	1
immune checkpoint inhibitors/pharmacology	IL22	0.0084684128501298	0.0846189808321645	0.830190299122522	0	0.0045271389450379	1
immune checkpoint inhibitors/pharmacology	inflammatory bowel diseases	0.0002777578837603	0.0846189808321645	0.830190299122522	0	9.10500023044714e-05	1
immune checkpoint inhibitors/pharmacology	melanoma/complications	0.0076274818889516	0.123571364626541	0.819246405977949	1	0.0042474605028671	1
immune checkpoint inhibitors/pharmacology	mesalamine/pharmacology	8.22829201465502e-06	0.043010752688172	0.830190299122522	0	1.3929446125438e-06	1
immune checkpoint inhibitors/pharmacology	programmed cell death 1 receptor/metabolism	1.53548253129985e-06	0.043010752688172	0.830190299122522	0	2.36599509539914e-07	1
immune checkpoint inhibitors/pharmacology	protective agents/pharmacology	8.22829201465502e-06	0.043010752688172	0.830190299122522	0	1.3929446125438e-06	1
immune checkpoint inhibitors/pharmacology	skin neoplasms/complications	9.068402745145001e-11	0.043010752688172	0.830190299122522	0	6.36879438076221e-12	1
immune checkpoint inhibitors/pharmacology	trinitrobenzenesulfonic acid/adverse effects	8.22829201465502e-06	0.043010752688172	0.830190299122522	0	1.3929446125438e-06	1
immune checkpoint inhibitors/pharmacology	tryptophan/pharmacology	7.74320237197327e-09	0.043010752688172	0.830190299122522	0	8.488771907622091e-10	1
infliximab/administration & dosage	immune checkpoint inhibitors/administration & dosage	0.0020084704002361	0.043010752688172	0.830190299122522	0	0.000872653019809	1
infliximab/administration & dosage	melanoma/complications	4.85297920743299e-06	0.032258064516129	0.830190299122522	0	8.11373358056144e-07	1
infliximab/administration & dosage	urothelium/drug effects	0.0	0.010752688172043	0.830190299122522	0	0.0	1
melanoma/complications	antibodies monoclonal/adverse effects	0.0001046640348681	0.032258064516129	0.830190299122522	0	2.84150786487025e-05	1
melanoma/complications	colitis collagenous/drug therapy	3.2361190650275496e-11	0.032258064516129	0.830190299122522	0	2.20490292690556e-12	1
melanoma/complications	lymphocytes/drug effects	0.0001046640348681	0.032258064516129	0.830190299122522	0	2.84150786487025e-05	1
melanoma/complications	neutrophils/drug effects	0.0001046640348681	0.032258064516129	0.830190299122522	0	2.84150786487025e-05	1
melanoma/complications	skin neoplasms/complications	3.2361190650275496e-11	0.032258064516129	0.830190299122522	0	2.20490292690556e-12	1
melanoma/complications	urothelium/drug effects	4.85297920743299e-06	0.032258064516129	0.830190299122522	0	8.11373358056144e-07	1
melanoma/complications	vitamin d/administration & dosage	0.0001046640348681	0.032258064516129	0.830190299122522	0	2.84150786487025e-05	1
mesalamine/pharmacology	protective agents/pharmacology	0.0	0.010752688172043	0.830190299122522	0	0.0	1
mesalamine/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0.0	0.010752688172043	0.830190299122522	0	0.0	1
protective agents/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0.0	0.010752688172043	0.830190299122522	0	0.0	1
urothelium/drug effects	immune checkpoint inhibitors/administration & dosage	0.0020084704002361	0.043010752688172	0.830190299122522	0	0.000872653019809	1
adenocarcinoma of lung/drug therapy	b7-h1 antigen/antagonists & inhibitors	7.74320237197327e-09	0.032258064516129	0.830190299122522	0	8.488771907622091e-10	1
adenocarcinoma of lung/drug therapy	biomarkers/metabolism	0.0	0.010752688172043	0.830190299122522	0	0.0	1
adenocarcinoma of lung/drug therapy	glycoproteins/metabolism	0.0	0.010752688172043	0.830190299122522	0	0.0	1
b7-h1 antigen/antagonists & inhibitors	biomarkers/metabolism	7.74320237197327e-09	0.032258064516129	0.830190299122522	0	8.488771907622091e-10	1
b7-h1 antigen/antagonists & inhibitors	CD274	0.0005814517869145	0.0035063113604488	0.347909608055624	0	0.0002239297954592	3
b7-h1 antigen/antagonists & inhibitors	colitis/epidemiology	7.74320237197327e-09	0.032258064516129	0.830190299122522	0	8.488771907622091e-10	1
b7-h1 antigen/antagonists & inhibitors	glycoproteins/metabolism	7.74320237197327e-09	0.032258064516129	0.830190299122522	0	8.488771907622091e-10	1
b7-h1 antigen/antagonists & inhibitors	neoplasms/complications	0.0016572450205467	0.0946781129109319	0.830190299122522	0	0.0007148389160953	1
b7-h1 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	0.0047603611986383	0.0187722515913259	0.584635003932401	0	0.0023776856511018	2
biomarkers/metabolism	glycoproteins/metabolism	0.0	0.010752688172043	0.830190299122522	0	0.0	1
adrenal cortex hormones/pharmacology	immune checkpoint inhibitors/adverse effects	0.0091356041252636	0.563829787234043	0.819246405977949	1	0.0052037117615472	1
immune checkpoint inhibitors/adverse effects	anti-bacterial agents	0.0091356041252636	0.563829787234043	0.819246405977949	1	0.0052037117615472	1
immune checkpoint inhibitors/adverse effects	antineoplastic agents immunological/adverse effects	0.0097794752993721	0.016270764526575	0.010308700389748	0	0.0053254060985574	7
immune checkpoint inhibitors/adverse effects	colitis/chemically induced	0.0002413276711882	0.28552761772611	1e-15	0	6.64030541791538e-05	41
immune checkpoint inhibitors/adverse effects	gastritis/chemically induced	0.0091356041252636	0.563829787234043	0.819246405977949	1	0.0052037117615472	1
immune checkpoint inhibitors/adverse effects	mycophenolic acid	0.0091356041252636	0.563829787234043	0.819246405977949	1	0.0052037117615472	1
immune checkpoint inhibitors/adverse effects	nivolumab/adverse effects	0.0036716345069405	0.149573662209081	0.0008903144156418	0	0.0016934163344379	9
adrenal cortex hormones/therapeutic use	antineoplastic agents/adverse effects	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	apoptosis/drug effects	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	beclomethasone/adverse effects	1.8672532270391797e-11	0.032258064516129	0.830190299122522	0	1.2526646386845599e-12	1
adrenal cortex hormones/therapeutic use	biological products/therapeutic use	1.8672532270391797e-11	0.032258064516129	0.830190299122522	0	1.2526646386845599e-12	1
adrenal cortex hormones/therapeutic use	class i phosphatidylinositol 3-kinases/antagonists & inhibitors	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	colon/chemistry	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	diarrhea/chemically induced	8.16889101813573e-06	0.002805049088359	0.347909608055624	0	1.37004461520096e-06	3
adrenal cortex hormones/therapeutic use	inflammation/drug therapy	0.0011838553418347	0.0638148667601683	0.830190299122522	0	0.0004982368131516	1
adrenal cortex hormones/therapeutic use	intestinal mucosa/chemistry	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	leukemia lymphocytic chronic b-cell/drug therapy	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	lymphocytosis/chemically induced	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	lymphoma non-hodgkin/drug therapy	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	PIK3CD	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	protein kinase inhibitors/adverse effects	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	purines/adverse effects	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	quinazolinones/adverse effects	0.007113781094266	0.0425531914893617	0.819246405977949	1	0.003954425372989	1
adrenal cortex hormones/therapeutic use	skin neoplasms/drug therapy	0.0005814517869145	0.0638148667601683	0.830190299122522	0	0.0002334339983105	1
adrenal cortex hormones/therapeutic use	SNCA	0.0021230700654632	0.0946781129109319	0.830190299122522	0	0.0009302340538402	1
adrenal cortex hormones/therapeutic use	TNF	0.0026891839170452	0.0946781129109319	0.830190299122522	0	0.0012219719371479	1
adrenal cortex hormones/therapeutic use	tumor necrosis factor inhibitors	1.50681043810751e-07	0.032258064516129	0.830190299122522	0	2.25073886195304e-08	1
antineoplastic agents/adverse effects	apoptosis/drug effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	biomarkers/analysis	0.0006571705393096	0.0212765957446808	0.819246405977949	1	0.0002818746185764	1
antineoplastic agents/adverse effects	class i phosphatidylinositol 3-kinases/antagonists & inhibitors	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	colon/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	intestinal mucosa/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	leukemia lymphocytic chronic b-cell/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	lymphocytosis/chemically induced	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	lymphoma non-hodgkin/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	PIK3CD	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	protein kinase inhibitors/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	purines/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	quinazolinones/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
antineoplastic agents/adverse effects	recurrence	0.0004762611710998	0.0212765957446808	0.819246405977949	1	0.0001984421546249	1
apoptosis/drug effects	biomarkers/analysis	0.0006571705393096	0.0212765957446808	0.819246405977949	1	0.0002818746185764	1
apoptosis/drug effects	class i phosphatidylinositol 3-kinases/antagonists & inhibitors	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	colon/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	intestinal mucosa/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	leukemia lymphocytic chronic b-cell/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	lymphocytosis/chemically induced	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	lymphoma non-hodgkin/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	PIK3CD	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	protein kinase inhibitors/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	purines/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	quinazolinones/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
apoptosis/drug effects	recurrence	0.0004762611710998	0.0212765957446808	0.819246405977949	1	0.0001984421546249	1
beclomethasone/adverse effects	diarrhea/chemically induced	0.0027158912620093	0.150537634408602	0.830190299122522	0	0.001239801514261	1
beclomethasone/adverse effects	immune checkpoint inhibitors	0.0088335817030947	0.319148936170213	0.819246405977949	1	0.004953734053108	1
beclomethasone/adverse effects	inflammation/drug therapy	1.90948322242736e-10	0.021505376344086	0.830190299122522	0	1.69131375571396e-11	1
biological products/therapeutic use	diarrhea/chemically induced	0.0027158912620093	0.150537634408602	0.830190299122522	0	0.001239801514261	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	biomarkers/analysis	0.0006571705393096	0.0212765957446808	0.819246405977949	1	0.0002818746185764	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	colon/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	intestinal mucosa/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	leukemia lymphocytic chronic b-cell/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	lymphocytosis/chemically induced	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	lymphoma non-hodgkin/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	PIK3CD	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	protein kinase inhibitors/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	purines/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	quinazolinones/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	recurrence	0.0004762611710998	0.0212765957446808	0.819246405977949	1	0.0001984421546249	1
colon/chemistry	biomarkers/analysis	0.0006571705393096	0.0212765957446808	0.819246405977949	1	0.0002818746185764	1
colon/chemistry	intestinal mucosa/chemistry	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	leukemia lymphocytic chronic b-cell/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	lymphocytosis/chemically induced	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	lymphoma non-hodgkin/drug therapy	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	PIK3CD	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	protein kinase inhibitors/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	purines/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	quinazolinones/adverse effects	6.39835881371809e-05	0.0106382978723404	0.819246405977949	1	1.81600478095234e-05	1
colon/chemistry	recurrence	0.0004762611710998	0.0212765957446808	0.819246405977949	1	0.0001984421546249	1
diarrhea/chemically induced	biomarkers/analysis	0.0064907348469864	0.150537634408602	0.830190299122522	0	0.0033916470872356	1
diarrhea/chemically induced	feces	0.0027158912620093	0.150537634408602	0.830190299122522	0	0.001239801514261	1
diarrhea/chemically induced	feces/chemistry	0.0064907348469864	0.150537634408602	0.830190299122522	0	0.0033916470872356	1
diarrhea/chemically induced	leukocyte l1 antigen complex/analysis	0.0064907348469864	0.150537634408602	0.830190299122522	0	0.0033916470872356	1
diarrhea/chemically induced	LTF	0.0027158912620093	0.150537634408602	0.830190299122522	0	0.001239801514261	1
inflammation/drug therapy	cd8-positive t-lymphocytes/cytology	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	chemokines/metabolism	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	colitis/drug therapy	0.005535058163635	0.0638148667601683	0.830190299122522	0	0.0028052417422615	1
inflammation/drug therapy	ctla-4 antigen/immunology	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	gene expression regulation/genetics	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	melanoma/genetics	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	multigene family	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
inflammation/drug therapy	myeloid cells/cytology	0.00036582514696	0.021505376344086	0.830190299122522	0	0.0001276936833728	1
