kw1	kw2	pg	crit_p	edge_weight	inv_edge_weight	R1C1	iteration
AHR	tryptophan/pharmacology	0	0	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	axitinib/administration & dosage	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	bevacizumab/administration & dosage	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	carcinoma renal cell/drug therapy	0.0012219719371479	0.0026891839170452	0.021505376344086	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	diabetes mellitus type 1/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	exanthema/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	fatigue/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	hepatitis autoimmune/etiology	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	hypophysitis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	ipilimumab/therapeutic use	0.0036027646835737	0.0067591691408641	0.032258064516129	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	myasthenia gravis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	myocarditis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	nephritis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	nivolumab/therapeutic use	0.00299295859196	0.0058034197088005	0.021505376344086	0.830190299122522	1	0
angiogenesis inhibitors/therapeutic use	pruritus/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/adverse effects	clostridium infections/chemically induced	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/adverse effects	escherichia coli infections/drug therapy	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/adverse effects	neoplasms/drug therapy	0.0012043173595439	0.0026891839170452	0.129032258064516	0.830190299122522	1	0
anti-bacterial agents/adverse effects	virus diseases/etiology	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/pharmacology	antineoplastic agents immunological/adverse effects	0.0001577274046907	0.0004491699823134	0.075268817204301	0.830190299122522	1	0
anti-bacterial agents/pharmacology	colitis/etiology	6.54831243673826e-08	4.30833797561952e-07	0.021505376344086	0.830190299122522	1	0
anti-bacterial agents/pharmacology	dysbiosis/etiology	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/pharmacology	host microbial interactions/drug effects	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/pharmacology	metabolome/drug effects	0	0	0.010752688172043	0.830190299122522	1	0
anti-bacterial agents/pharmacology	neoplasms/complications	5.79199854744417e-09	4.18603531383465e-08	0.032258064516129	0.830190299122522	1	0
antibodies monoclonal humanized	endometrial neoplasms/drug therapy	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized	neoplasm recurrence local/drug therapy	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/administration & dosage	dose-response relationship drug	2.16207951542202e-09	1.64352498622519e-08	0.021505376344086	0.830190299122522	1	0
antibodies monoclonal humanized/administration & dosage	drugs investigational/administration & dosage	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/administration & dosage	immune checkpoint inhibitors/administration & dosage	0.0017670866860923	0.0037694605453253	0.043010752688172	0.830190299122522	1	0
antibodies monoclonal humanized/administration & dosage	neoplasms/diagnosis	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/administration & dosage	pneumonia/chemically induced	9.10500023044714e-05	0.0002777578837603	0.032258064516129	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	immunocompromised host	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	immunosuppressive agents/therapeutic use	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	melanoma/immunology	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	myasthenia gravis/diagnosis	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	prednisone/therapeutic use	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/adverse effects	skin neoplasms/immunology	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal humanized/therapeutic use	infliximab/adverse effects	6.36879438076221e-12	9.068402745145e-11	0.043010752688172	0.830190299122522	1	0
antibodies monoclonal humanized/therapeutic use	steroids/adverse effects	0	0	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal/adverse effects	antineoplastic agents immunological/adverse effects	0.0029295317826157	0.0057564846974571	0.075268817204301	0.830190299122522	1	0
antibodies monoclonal/adverse effects	ctla-4 antigen/antagonists & inhibitors	0.000426487876034	0.0010339756892922	0.032258064516129	0.830190299122522	1	0
antibodies monoclonal/adverse effects	lymphocytes/drug effects	9.98337412738692e-10	7.74320237197327e-09	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal/adverse effects	melanoma/complications	2.84150786487025e-05	0.0001046640348681	0.032258064516129	0.830190299122522	1	0
antibodies monoclonal/adverse effects	neutrophils/drug effects	9.98337412738692e-10	7.74320237197327e-09	0.010752688172043	0.830190299122522	1	0
antibodies monoclonal/adverse effects	vitamin d/administration & dosage	9.98337412738692e-10	7.74320237197327e-09	0.010752688172043	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	colitis ulcerative/chemically induced	0.0009302340538402	0.0021230700654632	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	ctla-4 antigen/antagonists & inhibitors	0.0011131493251242	0.0025284391813537	0.0141870751968928	0.584635003932401	2	0
antineoplastic agents immunological/adverse effects	cytomegalovirus infections/diagnosis	5.06331199190413e-09	3.71569203098195e-08	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	dysbiosis/etiology	0.0001577274046907	0.0004491699823134	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	hashimoto disease/chemically induced	0.0009302340538402	0.0021230700654632	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	host microbial interactions/drug effects	0.0001577274046907	0.0004491699823134	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	immune checkpoint inhibitors/adverse effects	0.0053254060985574	0.0097794752993721	0.016270764526575	0.010308700389748	7	0
antineoplastic agents immunological/adverse effects	lymphocytes/drug effects	0.0029295317826157	0.0057564846974571	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	metabolome/drug effects	0.0001577274046907	0.0004491699823134	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	neutrophils/drug effects	0.0029295317826157	0.0057564846974571	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	paclitaxel/therapeutic use	0.0009302340538402	0.0021230700654632	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	programmed cell death 1 receptor/antagonists & inhibitors	0.0049629267011769	0.0092203156239976	0.012719967331643	0.347909608055624	3	0
antineoplastic agents immunological/adverse effects	squamous cell carcinoma of head and neck/drug therapy	0.0009302340538402	0.0021230700654632	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	tongue neoplasms/drug therapy	0.0009302340538402	0.0021230700654632	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	vitamin d	4.50371576143915e-07	2.87394303438993e-06	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/adverse effects	vitamin d/administration & dosage	0.0029295317826157	0.0057564846974571	0.075268817204301	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	disease progression	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	enterocolitis/chemically induced	0.0031884016641496	0.0061761120560381	0.0638148667601683	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	gastritis/complications	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
antineoplastic agents immunological/therapeutic use	glucocorticoids/therapeutic use	0.0005888664151666	0.0013888221509739	0.032258064516129	0.830190299122522	1	0
APC	ARG1	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	azoxymethane/adverse effects	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	b7-h1 antigen/genetics	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	colonic neoplasms/drug therapy	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	colorectal neoplasms/drug therapy	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	dextran sulfate/adverse effects	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	gene expression regulation neoplastic	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	ht29 cells	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	immune checkpoint inhibitors/administration & dosage	0.0022669618381826	0.0045434487261055	0.0014025245441795	0.584635003932401	2	0
APC	interleukin-17/genetics	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	lymphocytes tumor-infiltrating/metabolism	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	micrornas/genetics	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	MIR15B	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	myeloid-derived suppressor cells/metabolism	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	NRF1	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	PARP1	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	phthalazines/administration & dosage	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	piperazines/administration & dosage	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	poly(adp-ribose) polymerase inhibitors/administration & dosage	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	t-lymphocytes cytotoxic/immunology	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
APC	TIPARP	0.0028052417422615	0.005535058163635	0.021505376344086	0.830190299122522	1	0
APC	tumor microenvironment/drug effects	0.0052154676801927	0.0095868134237069	0.021505376344086	0.830190299122522	1	0
ARG1	azoxymethane/adverse effects	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	cell line tumor	0.0019794334203299	0.0040050466235307	0.021505376344086	0.830190299122522	1	0
ARG1	colonic neoplasms/drug therapy	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	dextran sulfate/adverse effects	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	drug synergism	0.0019794334203299	0.0040050466235307	0.021505376344086	0.830190299122522	1	0
ARG1	myeloid-derived suppressor cells/metabolism	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	PARP1	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	phthalazines/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	piperazines/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	poly(adp-ribose) polymerase inhibitors/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
ARG1	TIPARP	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
arthritis/chemically induced	CHI3L1	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
arthritis/chemically induced	CXCL8	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
arthritis/chemically induced	glucocorticoids	6.98330282489224e-14	1.11967578066339e-12	0.010752688172043	0.830190299122522	1	0
arthritis/chemically induced	IL17A	1.3102028466272e-05	5.06045957766131e-05	0.021505376344086	0.830190299122522	1	0
arthritis/chemically induced	IL6	1.3102028466272e-05	5.06045957766131e-05	0.021505376344086	0.830190299122522	1	0
arthritis/chemically induced	nivolumab/therapeutic use	1.91866149846787e-05	7.23479474125828e-05	0.021505376344086	0.830190299122522	1	0
axitinib/administration & dosage	bevacizumab/administration & dosage	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	carcinoma renal cell/drug therapy	0.0012219719371479	0.0026891839170452	0.021505376344086	0.830190299122522	1	0
axitinib/administration & dosage	diabetes mellitus type 1/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	exanthema/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	fatigue/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	hepatitis autoimmune/etiology	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	hypophysitis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	ipilimumab/therapeutic use	0.0036027646835737	0.0067591691408641	0.032258064516129	0.830190299122522	1	0
axitinib/administration & dosage	myasthenia gravis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	myocarditis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	nephritis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
axitinib/administration & dosage	nivolumab/therapeutic use	0.00299295859196	0.0058034197088005	0.021505376344086	0.830190299122522	1	0
axitinib/administration & dosage	pruritus/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	cell line tumor	0.0019794334203299	0.0040050466235307	0.021505376344086	0.830190299122522	1	0
azoxymethane/adverse effects	colonic neoplasms/drug therapy	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	dextran sulfate/adverse effects	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	drug synergism	0.0019794334203299	0.0040050466235307	0.021505376344086	0.830190299122522	1	0
azoxymethane/adverse effects	myeloid-derived suppressor cells/metabolism	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	PARP1	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	phthalazines/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	piperazines/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	poly(adp-ribose) polymerase inhibitors/administration & dosage	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
azoxymethane/adverse effects	TIPARP	8.68426534594846e-06	3.54050817950207e-05	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/antagonists & inhibitors	biomarkers/metabolism	8.48877190762209e-10	7.74320237197327e-09	0.032258064516129	0.830190299122522	1	0
b7-h1 antigen/antagonists & inhibitors	CD274	0.0002239297954592	0.0005814517869145	0.0035063113604488	0.347909608055624	3	0
b7-h1 antigen/antagonists & inhibitors	colitis/epidemiology	8.48877190762209e-10	7.74320237197327e-09	0.032258064516129	0.830190299122522	1	0
b7-h1 antigen/antagonists & inhibitors	glycoproteins/metabolism	8.48877190762209e-10	7.74320237197327e-09	0.032258064516129	0.830190299122522	1	0
b7-h1 antigen/antagonists & inhibitors	neoplasms/complications	0.0007148389160953	0.0016572450205467	0.0946781129109319	0.830190299122522	1	0
b7-h1 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	0.0023776856511018	0.0047603611986383	0.0187722515913259	0.584635003932401	2	0
b7-h1 antigen/genetics	colorectal neoplasms/drug therapy	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	gene expression regulation neoplastic	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	ht29 cells	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	IL17A	0.0017899010765538	0.0037694605453253	0.021505376344086	0.830190299122522	1	0
b7-h1 antigen/genetics	interleukin-17/genetics	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	lymphocytes tumor-infiltrating/metabolism	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	micrornas/genetics	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	MIR15B	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	NRF1	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	t-lymphocytes cytotoxic/immunology	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/genetics	tumor microenvironment/drug effects	9.37505645396408e-05	0.0002777578837603	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/metabolism	colitis/diagnosis	1.56541446472147e-14	3.1774582964772e-13	0.021505376344086	0.830190299122522	1	0
b7-h1 antigen/metabolism	gastrointestinal tract/metabolism	0	0	0.010752688172043	0.830190299122522	1	0
b7-h1 antigen/metabolism	immune checkpoint inhibitors/pharmacology	2.36599509539914e-07	1.53548253129985e-06	0.043010752688172	0.830190299122522	1	0
b7-h1 antigen/metabolism	inflammatory bowel diseases	1.95732319241415e-13	3.011752138005e-12	0.021505376344086	0.830190299122522	1	0
b7-h1 antigen/metabolism	programmed cell death 1 receptor/metabolism	0	0	0.010752688172043	0.830190299122522	1	0
beclomethasone/adverse effects	diarrhea/chemically induced	0.001239801514261	0.0027158912620093	0.150537634408602	0.830190299122522	1	0
beclomethasone/adverse effects	inflammation/drug therapy	1.69131375571396e-11	1.90948322242736e-10	0.021505376344086	0.830190299122522	1	0
bevacizumab/administration & dosage	carcinoma renal cell/drug therapy	0.0012219719371479	0.0026891839170452	0.021505376344086	0.830190299122522	1	0
bevacizumab/administration & dosage	diabetes mellitus type 1/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
bevacizumab/administration & dosage	exanthema/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
bevacizumab/administration & dosage	fatigue/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
bevacizumab/administration & dosage	hepatitis autoimmune/etiology	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
bevacizumab/administration & dosage	hypophysitis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
bevacizumab/administration & dosage	ipilimumab/therapeutic use	0.0036027646835737	0.0067591691408641	0.032258064516129	0.830190299122522	1	0
bevacizumab/administration & dosage	myasthenia gravis/chemically induced	0.0002334339983105	0.0005814517869145	0.010752688172043	0.830190299122522	1	0
