KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank
antibodies monoclonal/adverse effects	MESH	0.010752688172043	1	158.421428571429	0.427091034200595	1.01885820526487	0.375937139561707	-0.167392729489982	130
antineoplastic agents immunological/adverse effects	MESH	0.075268817204301	7	7662.4	0.608604311626313	4.6042922007844	0.956362937331795	-0.930578783339338	154
antineoplastic agents immunological/therapeutic use	MESH	0.032258064516129	3	0	0.310464385942679	0.84904850438739	0.195069204152249	-0.0329925306820858	123
antineoplastic agents/adverse effects	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	71
apoptosis/drug effects	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	67
arthritis/chemically induced	MESH	0.010752688172043	1	0	0.194198687023223	0.339619401754956	0.0785034602076125	9.58089748783881	19
axitinib/administration & dosage	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	4
azoxymethane/adverse effects	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	38
b7-h1 antigen/antagonists & inhibitors	MESH	0.032258064516129	3	609.5	0.415303540513439	1.26441350045499	0.457276047673972	1.50472320131347	98
b7-h1 antigen/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	7
b7-h1 antigen/metabolism	MESH	0.010752688172043	1	0	0.31210850492699	0.84904850438739	0.195069204152249	-0.0287783289348117	121
beclomethasone/adverse effects	MESH	0.010752688172043	1	0	0.428667774517431	0.690182696654485	0.161764705882353	0.645653902919743	114
bevacizumab/administration & dosage	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	10
biological products/therapeutic use	MESH	0.010752688172043	1	0	0.417554794031032	0.509429102632434	0.123702422145329	-0.0238122521231376	119
biomarkers/analysis	MESH	0.010752688172043	1	127.652380952381	0.436311214793205	3.018091632652	0.646626297577855	1.59824493065677	97
biomarkers/metabolism	MESH	0.010752688172043	1	0	0.310000730086874	0.509429102632434	0.123702422145329	1.70919661607237	94
butyrates/metabolism	MESH	0.010752688172043	1	0	0.405777625178011	0.169809700877478	0.0166522491349481	-1.04378366307975	164
carcinoma non-small-cell lung	MESH	0.010752688172043	1	0	0.406455048646484	0.339619401754956	0.0785034602076125	-1.20303762039011	176
carcinoma non-small-cell lung/complications	MESH	0.010752688172043	1	43.2666666666666	0.28870620371748	0.84904850438739	0.224625144175317	2.81659758242949	84
carcinoma non-small-cell lung/drug therapy	MESH	0.021505376344086	2	3404.86666666667	0.443011313748301	0.520372995777007	0.263744713571703	5.09415769529596	46
carcinoma renal cell/drug therapy	MESH	0.021505376344086	2	80	0.315541092002549	2.96251050922977	0.615340253748558	11.0903230196431	15
cd8-positive t-lymphocytes	MESH	0.010752688172043	1	0	0.406455048646484	0.339619401754956	0.0785034602076125	-1.20303762039011	177
cd8-positive t-lymphocytes/cytology	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	62
cd8-positive t-lymphocytes/drug effects	MESH	0.021505376344086	2	139.875	0.283308719189721	2.43476289434514	0.599288735101884	3.08188805684593	78
cd8-positive t-lymphocytes/immunology	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	28
cell line tumor	MESH	0.021505376344086	2	680.75	0.227282684582046	2.79270080835229	0.826124567474048	9.20125802618428	20
chemical and drug induced liver injury/diagnosis	MESH	0.010752688172043	1	0	0.405777625178011	0.169809700877478	0.0166522491349481	-1.04378366307975	163
chemokines/metabolism	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	56
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	68
clostridium infections/chemically induced	MESH	0.010752688172043	1	0	0.407807861347524	0.679238803509912	0.159385813148789	-1.30508367378897	185
colitis	MESH	0.043010752688172	4	1601	0.524495307863147	2.08631359327684	0.711385044213764	-0.71571511811896	149
colitis collagenous/drug therapy	MESH	0.010752688172043	1	0	0.278024511529709	0.509429102632434	0.123702422145329	-0.642450583231078	148
colitis microscopic/chemically induced	MESH	0.021505376344086	2	173.5	0.452212469933673	0.585174696945077	0.213235294117647	-1.10735420361137	171
colitis ulcerative	MESH	0.010752688172043	1	0	0.405780543359602	0.169809700877478	0.0166522491349481	-1.07143832921605	169
colitis ulcerative/chemically induced	MESH	0.010752688172043	1	0	0.408910473118944	1.01885820526487	0.249783737024221	-0.621039824565201	141
colitis ulcerative/drug therapy	MESH	0.021505376344086	2	598.5	0.309287999747768	0.679238803509912	0.276912725874664	-1.50707688115076	191
colitis ulcerative/immunology	MESH	0.021505376344086	2	139.875	0.283308719189721	2.43476289434514	0.599288735101884	3.08188805684593	79
colitis ulcerative/physiopathology	MESH	0.010752688172043	1	0	0.247842946662334	0.339619401754956	0.0785034602076125	-0.852304067259101	152
colitis/chemically induced	MESH	0.741935483870968	69	23919	0.610394190610197	4.9988281199572	0.985294117647059	-1.78038617565666	195
colitis/diagnosis	MESH	0.021505376344086	2	29	0.334683580881575	1.18866790614235	0.280276816608997	-0.590533535145604	140
colitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	10
colitis/drug therapy	MESH	0.032258064516129	3	137.5	0.336179601239951	2.88676491491713	0.653907151095732	3.86243938026554	48
colitis/epidemiology	MESH	0.010752688172043	1	0	0.379963491737841	0.509429102632434	0.123702422145329	2.55563794870977	90
colitis/etiology	MESH	0.021505376344086	2	3153.5	0.340017276146773	2.03771641052974	0.708573625528643	7.98072866986869	35
colitis/therapy	MESH	0.010752688172043	1	0	0.40625530874222	0.339619401754956	0.0785034602076125	-1.10482213153213	170
colon/chemistry	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	66
colon/diagnostic imaging	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	107
colon/drug effects	MESH	0.032258064516129	3	293.589285714286	0.286864713003937	2.60457259522262	0.702037677816225	2.67190268302812	89
colon/immunology	MESH	0.021505376344086	2	0.5	0.451610320091711	0.754984397822555	0.165801614763552	-1.18137028906287	173
colonic neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	39
colorectal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	5
crohn disease/drug therapy	MESH	0.010752688172043	1	794	0.411240111502446	0.339619401754956	0.145112456747405	-2.13961462374706	203
crohn disease/immunology	MESH	0.010752688172043	1	0	0.233284826810234	1.01885820526487	0.249783737024221	2.77295685902381	86
crohn disease/physiopathology	MESH	0.010752688172043	1	0	0.247842946662334	0.339619401754956	0.0785034602076125	-0.852304067259101	151
ctla-4 antigen/antagonists & inhibitors	MESH	0.032258064516129	3	1644.78571428571	0.474989521268399	2.08631359327684	0.715109573241061	0.663359894766853	113
ctla-4 antigen/immunology	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	60
cytomegalovirus infections/complications	MESH	0.010752688172043	1	0	0.405780543359602	0.169809700877478	0.0166522491349481	-1.07143832921605	168
cytomegalovirus infections/diagnosis	MESH	0.010752688172043	1	0	0.404988748952291	0.169809700877478	0.0166522491349481	-0.436125730272211	138
cytotoxicity immunologic	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	23
dermatitis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	2
dextran sulfate/adverse effects	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	42
diabetes mellitus type 1/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	3
diarrhea	MESH	0.021505376344086	2	0	0.466605816892228	1.34015909476763	0.264057093425606	-1.0197733742964	161
diarrhea/chemically induced	MESH	0.150537634408602	14	5064.69523809524	0.593234353793418	2.5932017708475	0.828407343329489	-0.985275958310562	155
diarrhea/therapy	MESH	0.010752688172043	1	61.7833333333333	0.419821301381831	0.509429102632434	0.16118800461361	-0.119393984700276	125
disease progression	MESH	0.010752688172043	1	195.46875	0.413322489497081	1.01885820526487	0.398644752018454	-1.45641924340102	188
disease susceptibility	MESH	0.010752688172043	1	69.4333333333333	0.41525399338455	0.509429102632434	0.163687043444829	-1.82895743785008	198
dose-response relationship drug	MESH	0.021505376344086	2	163	0.336747738369245	1.01885820526487	0.378460207612457	8.1385774617505	31
drug resistance/immunology	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	108
drug synergism	MESH	0.021505376344086	2	680.75	0.227282684582046	2.79270080835229	0.826124567474048	9.20125802618428	21
drug-related side effects and adverse reactions	MESH	0.021505376344086	2	164.6	0.304254780343	1.01885820526487	0.383506343713956	0.386641612948664	117
drug-related side effects and adverse reactions/diagnosis	MESH	0.010752688172043	1	0	0.405757554550455	0.339619401754956	0.0785034602076125	-0.827604469688076	150
drug-related side effects and adverse reactions/prevention & control	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	26
drugs investigational/administration & dosage	MESH	0.010752688172043	1	80.888888888889	0.283162879267955	0.84904850438739	0.266003460207612	8.12154715543548	33
dysbiosis/etiology	MESH	0.010752688172043	1	825.875	0.435754708536653	1.01885820526487	0.471813725490196	3.77363164496133	52
encephalitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	9
endometrial neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.408908861901964	0.520372995777007	0.133217993079585	-1.2356190317739	180
enterocolitis/chemically induced	MESH	0.021505376344086	2	400.833333333333	0.311254772270981	1.18866790614235	0.438581314878893	-0.336755262565445	134
escherichia coli infections/drug therapy	MESH	0.010752688172043	1	0	0.407807861347524	0.679238803509912	0.159385813148789	-1.30508367378897	182
esophagitis	MESH	0.010752688172043	1	0	0.406455048646484	0.339619401754956	0.0785034602076125	-1.20303762039011	174
exanthema/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	2
fatigue/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	8
feces	MESH	0.010752688172043	1	310.016666666667	0.419479553816543	0.509429102632434	0.208669742406767	2.28247646947212	91
feces/chemistry	MESH	0.010752688172043	1	9.15238095238095	0.425809485004444	0.84904850438739	0.210832372164552	0.809705496924492	111
gastritis/chemically induced	MESH	0.0106382978723404	1	0	0.407581623301117	0.180753594022051	0.0261678200692042	-1.00576648956008	159
gastritis/complications	MESH	0.010752688172043	1	195.46875	0.413322489497081	1.01885820526487	0.398644752018454	-1.45641924340102	186
gastrointestinal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
gastrointestinal tract/metabolism	MESH	0.010752688172043	1	0	0.31210850492699	0.84904850438739	0.195069204152249	-0.0287783289348117	120
gene expression regulation neoplastic	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	3
gene expression regulation/genetics	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	64
gentian violet	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
glucocorticoids	MESH	0.010752688172043	1	0	0.194198687023223	0.339619401754956	0.0785034602076125	9.58089748783881	18
glucocorticoids/pharmacology	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	109
glucocorticoids/therapeutic use	MESH	0.010752688172043	1	195.46875	0.413322489497081	1.01885820526487	0.398644752018454	-1.45641924340102	187
glycoproteins/metabolism	MESH	0.010752688172043	1	0	0.310000730086874	0.509429102632434	0.123702422145329	1.70919661607237	95
graft vs host disease/immunology	MESH	0.010752688172043	1	0	0.233284826810234	1.01885820526487	0.249783737024221	2.77295685902381	88
growth inhibitors/therapeutic use	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	22
hashimoto disease/chemically induced	MESH	0.010752688172043	1	0	0.408910473118944	1.01885820526487	0.249783737024221	-0.621039824565201	144
hepatitis autoimmune/etiology	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	9
hepatitis/diagnosis	MESH	0.010752688172043	1	0	0.405777625178011	0.169809700877478	0.0166522491349481	-1.04378366307975	162
hepatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	7
host microbial interactions/drug effects	MESH	0.010752688172043	1	825.875	0.435754708536653	1.01885820526487	0.471813725490196	3.77363164496133	51
ht29 cells	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	1
hypophysitis/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	6
immune checkpoint inhibitors	MESH	0.32258064516129	30	9931.13333333333	0.610394190610017	6.07428116283188	0.985342176086121	-1.82766456352348	197
immune checkpoint inhibitors/administration & dosage	MESH	0.043010752688172	4	163.8	0.248029259471785	1.01885820526487	0.380983275663206	5.80957618512546	45
immune checkpoint inhibitors/adverse effects	MESH	0.56989247311828	53	18793.125	0.610394190610197	4.71176166376074	0.975586312956555	-1.74410180472666	194
immune checkpoint inhibitors/pharmacology	MESH	0.043010752688172	4	982.222619047619	0.34746679730182	2.04866030367431	0.694852941176471	-0.365878263216162	135
immune checkpoint inhibitors/therapeutic use	MESH	0.021505376344086	2	0	0.224096617238293	1.18866790614235	0.256920415224913	8.58688071384534	30
immune system diseases/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
immunocompromised host	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	5
immunologic factors	MESH	0.021505376344086	2	0	0.451027311906887	0.585174696945077	0.137975778546713	-1.06291389891829	167
immunologic memory/drug effects	MESH	0.010752688172043	1	630.75	0.35440343313267	1.35847760701982	0.540152825836217	2.96560132923242	80
immunosuppressive agents/pharmacology	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	110
immunosuppressive agents/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	3
inflammation	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
inflammation/drug therapy	MESH	0.021505376344086	2	1979.55952380952	0.380679972244979	2.37733581228469	0.788398692810457	2.85086620001195	82
inflammatory bowel diseases	MESH	0.021505376344086	2	675.5	0.401013371646892	1.5282873078973	0.556036139946175	-0.189430624456074	132
inflammatory bowel diseases/complications	MESH	0.021505376344086	2	1	0.348092777353363	0.339619401754956	0.0800893886966551	2.08643539494419	92
inflammatory bowel diseases/drug therapy	MESH	0.032258064516129	3	480	0.394085389225102	0.679238803509912	0.27530276816609	6.1931897076116	43
infliximab/administration & dosage	MESH	0.010752688172043	1	43.2666666666666	0.28870620371748	0.84904850438739	0.224625144175317	2.81659758242949	83
infliximab/adverse effects	MESH	0.043010752688172	4	619.166666666667	0.363563205757123	2.28327170571986	0.652249134948097	-0.62862511055671	146
interferon-gamma/metabolism	MESH	0.010752688172043	1	630.75	0.35440343313267	1.35847760701982	0.540152825836217	2.96560132923242	81
interleukin-12/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.246843249053694	0.509429102632434	0.123702422145329	-2.05953670805572	201
interleukin-17/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	2
interleukin-23/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.246843249053694	0.509429102632434	0.123702422145329	-2.05953670805572	202
intestinal mucosa/chemistry	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	74
intestinal mucosa/diagnostic imaging	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	106
intestinal mucosa/immunology	MESH	0.010752688172043	1	0	0.406252383728083	0.339619401754956	0.0785034602076125	-1.06284534381363	165
ipilimumab/adverse effects	MESH	0.0967741935483871	9	1.5	0.610071531156538	2.32842038694957	0.384803921568627	-1.54081623346277	192
ipilimumab/therapeutic use	MESH	0.032258064516129	3	110	0.349519001620722	3.54768520617485	0.6485246059208	10.3448836980693	16
leukemia lymphocytic chronic b-cell/drug therapy	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	75
leukocyte l1 antigen complex/analysis	MESH	0.010752688172043	1	9.15238095238095	0.425809485004444	0.84904850438739	0.210832372164552	0.809705496924492	112
ligands	MESH	0.010752688172043	1	0	0.36648752548635	0.339619401754956	0.0785034602076125	-0.14900007567229	127
lung neoplasms	MESH	0.010752688172043	1	134.9	0.410643271655445	0.339619401754956	0.110222029988466	-1.46625340935929	190
lung neoplasms/drug therapy	MESH	0.021505376344086	2	0	0.406431073454739	0.339619401754956	0.0785034602076125	-1.00264575356863	156
lymphocytes tumor-infiltrating/immunology	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	24
lymphocytes tumor-infiltrating/metabolism	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	4
lymphocytes/drug effects	MESH	0.010752688172043	1	158.421428571429	0.427091034200595	1.01885820526487	0.375937139561707	-0.167392729489982	129
lymphocytosis/chemically induced	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	70
lymphoma non-hodgkin/drug therapy	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	69
macrophages/drug effects	MESH	0.010752688172043	1	0	0.233284826810234	1.01885820526487	0.249783737024221	2.77295685902381	87
melanoma/complications	MESH	0.032258064516129	3	741.585714285714	0.344479421878812	1.87885060279683	0.603517877739331	-0.298548931694795	133
melanoma/drug therapy	MESH	0.053763440860215	5	108.933333333333	0.342545556157494	2.3590173000325	0.552287581699346	0.994162644566932	103
melanoma/genetics	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	55
melanoma/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	1
mesalamine/pharmacology	MESH	0.010752688172043	1	41.5714285714286	0.277663934993301	0.679238803509912	0.178705305651672	1.26812515206488	101
metabolome/drug effects	MESH	0.010752688172043	1	825.875	0.435754708536653	1.01885820526487	0.471813725490196	3.77363164496133	50
micrornas/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	8
mucositis/chemically induced	MESH	0.010752688172043	1	0	0.300703663849223	1.35847760701982	0.30211937716263	0.916485277700851	105
multigene family	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	59
myasthenia gravis/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	14
myasthenia gravis/diagnosis	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	6
mycophenolic acid	MESH	0.0106382978723404	1	0	0.407581623301117	0.180753594022051	0.0261678200692042	-1.00576648956008	158
myeloid cells/cytology	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	58
myeloid-derived suppressor cells/metabolism	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	36
myocarditis/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	5
myocarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	8
neoplasm recurrence local/drug therapy	MESH	0.010752688172043	1	0	0.408908861901964	0.520372995777007	0.133217993079585	-1.2356190317739	178
neoplasms	MESH	0.043010752688172	4	628.166666666667	0.477805508538216	1.26441350045499	0.46256247597078	-1.28411964057879	181
neoplasms/complications	MESH	0.032258064516129	3	137	0.338249129046745	1.35847760701982	0.427239523260285	5.92296346659717	44
neoplasms/diagnosis	MESH	0.010752688172043	1	80.888888888889	0.283162879267955	0.84904850438739	0.266003460207612	8.12154715543548	34
neoplasms/diagnostic imaging	MESH	0.021505376344086	2	0	1.20454310422196	1.69809700877478	1	0	11
neoplasms/drug therapy	MESH	0.129032258064516	12	9123.38690476191	0.610387587491642	6.5638950913338	0.985294117647059	-1.80637712205463	196
neoplasms/therapy	MESH	0.010752688172043	1	61.7833333333333	0.419821301381831	0.509429102632434	0.16118800461361	-0.119393984700276	124
nephritis/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	12
neutrophils/drug effects	MESH	0.010752688172043	1	158.421428571429	0.427091034200595	1.01885820526487	0.375937139561707	-0.167392729489982	131
nivolumab/adverse effects	MESH	0.129032258064516	12	5103.36666666667	0.610340122028719	5.20704312164214	0.965926566705113	-1.59924227260596	193
nivolumab/therapeutic use	MESH	0.021505376344086	2	401.333333333333	0.23108807984747	2.54714551316217	0.71078431372549	11.9645288105168	1
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.405756647672345	0.169809700877478	0.0166522491349481	-0.905610374464593	153
paclitaxel/therapeutic use	MESH	0.010752688172043	1	0	0.408910473118944	1.01885820526487	0.249783737024221	-0.621039824565201	142
pancreatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	4
pericarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	3
phenotype	MESH	0.021505376344086	2	139.875	0.283308719189721	2.43476289434514	0.602772971933872	3.08265663850004	77
phosphatidylinositol 3-kinases/metabolism	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	27
phthalazines/administration & dosage	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	40
piperazines/administration & dosage	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	41
piperidines/therapeutic use	MESH	0.021505376344086	2	6	0.321790385554015	1.43422320133247	0.325475778546713	3.41862311606663	53
pneumonia	MESH	0.010752688172043	1	0	0.36648752548635	0.339619401754956	0.0785034602076125	-0.14900007567229	126
pneumonia/chemically induced	MESH	0.032258064516129	3	3301.53333333333	0.350813971690589	3.61421022274165	0.927768166089965	10.2041057727811	17
pneumonia/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	6
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010752688172043	1	0	0.192363540364383	1.35847760701982	0.30211937716263	7.91566683957359	37
postoperative complications	MESH	0.010752688172043	1	69.4333333333333	0.41525399338455	0.509429102632434	0.163687043444829	-1.82895743785008	199
prednisolone/therapeutic use	MESH	0.010752688172043	1	0	0.406461670391341	0.509429102632434	0.123702422145329	-1.1297952346964	172
prednisone/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.086021505376344	8	877.5	0.515415401627958	1.88935548083383	0.627931564782776	0.0522699120006337	118
programmed cell death 1 receptor/metabolism	MESH	0.010752688172043	1	0	0.31210850492699	0.84904850438739	0.195069204152249	-0.0287783289348117	122
protective agents/pharmacology	MESH	0.010752688172043	1	41.5714285714286	0.277663934993301	0.679238803509912	0.178705305651672	1.26812515206488	100
protein kinase inhibitors/adverse effects	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	73
protein kinase inhibitors/therapeutic use	MESH	0.010752688172043	1	340.833333333333	0.418018829390111	0.84904850438739	0.331026528258362	0.468175415491966	116
proton pump inhibitors/adverse effects	MESH	0.010752688172043	1	0	0.307736300108364	0.509429102632434	0.123702422145329	8.65833759156776	29
pruritus/chemically induced	MESH	0.010752688172043	1	43.3076923076923	0.280372206374154	2.72789910718422	0.576773356401384	11.3131823083489	11
psoriasis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	3
purines/adverse effects	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	76
pyrimidines/therapeutic use	MESH	0.021505376344086	2	6	0.321790385554015	1.43422320133247	0.322952710495963	3.41806655693779	54
quinazolinones/adverse effects	MESH	0.0106382978723404	1	0	0.379609183495022	2.34979672228666	0.399653979238754	3.15360835869831	72
receptors antigen t-cell/genetics	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	61
receptors cxcr3/genetics	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	57
receptors cxcr6/genetics	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	65
recurrence	MESH	0.010752688172043	1	181.5	0.402793363427862	2.84828193177452	0.710495963091119	1.69392450885779	96
rna	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	1
sarcoidosis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	5
sirolimus/therapeutic use	MESH	0.010752688172043	1	267.714285714286	0.273164490104574	1.69809700877478	0.543180507497116	9.03247239646863	25
