KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank
cd8-positive t-lymphocytes	MESH	0.010752688172043	1	0	0.389758971001184	0.339619401754956	0.0702393340270552	-0.310591490490063	153
cd8-positive t-lymphocytes/cytology	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	74
cd8-positive t-lymphocytes/drug effects	MESH	0.021505376344086	2	130.164473684211	0.277107688101567	2.43476289434514	0.570875245693144	2.37095670911307	55
cd8-positive t-lymphocytes/immunology	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	19
cell line tumor	MESH	0.021505376344086	2	617.75	0.22469548761067	2.79270080835229	0.813475546305931	6.550888491196	17
chemical and drug induced liver injury/diagnosis	MESH	0.010752688172043	1	0	0.389075773310295	0.169809700877478	0.0163891779396462	-0.250727441063869	146
chemokines/metabolism	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	72
clostridium infections/chemically induced	MESH	0.010752688172043	1	0	0.391124463796661	0.679238803509912	0.145161290322581	-0.468321038767058	165
colitis	MESH	0.043010752688172	4	4128.2	0.509230754837862	2.08631359327684	0.795236443519482	0.655215661408384	102
colitis collagenous/drug therapy	MESH	0.010752688172043	1	41.3734335839599	0.275001765537865	0.509429102632434	0.157532662735576	-0.065451450026834	135
colitis microscopic/chemically induced	MESH	0.021505376344086	2	155.5	0.43170223043754	0.585174696945077	0.19389524800555	-0.361173219927557	157
colitis ulcerative	MESH	0.010752688172043	1	0	0.389078453612196	0.169809700877478	0.0163891779396462	-0.206045588828753	141
colitis ulcerative/chemically induced	MESH	0.010752688172043	1	0	0.392240734562732	1.01885820526487	0.234131113423517	0.122494062946259	125
colitis ulcerative/drug therapy	MESH	0.021505376344086	2	544.5	0.300025204584673	0.679238803509912	0.270609318996416	-0.799350941019446	174
colitis ulcerative/immunology	MESH	0.021505376344086	2	130.164473684211	0.277107688101567	2.43476289434514	0.570875245693144	2.37095670911307	56
colitis ulcerative/physiopathology	MESH	0.010752688172043	1	0	0.242022414528096	0.339619401754956	0.0702393340270552	-0.596521550687353	172
colitis/chemically induced	MESH	0.741935483870968	69	17766	0.573239040558106	4.9988281199572	0.983870967741935	-0.995198673585508	182
colitis/diagnosis	MESH	0.021505376344086	2	20	0.324534639989465	1.18866790614235	0.27092727482946	-0.383402509004675	158
colitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	5
colitis/drug therapy	MESH	0.032258064516129	3	66	0.318845394796764	2.88676491491713	0.601977107180021	1.20969170061453	85
colitis/epidemiology	MESH	0.010752688172043	1	0	0.367789287725007	0.509429102632434	0.117065556711759	2.49637792314069	53
colitis/etiology	MESH	0.021505376344086	2	2847.5	0.332082199831386	2.03771641052974	0.767429760665973	6.08875187284776	27
colitis/therapy	MESH	0.010752688172043	1	0	0.38955743845268	0.339619401754956	0.0702393340270552	-0.2490795116973	144
colon/diagnostic imaging	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	104
colon/drug effects	MESH	0.032258064516129	3	256.720864661654	0.279356555906557	2.60457259522262	0.743583073187652	2.04128298094541	59
colon/immunology	MESH	0.021505376344086	2	0.5	0.431100431512122	0.754984397822555	0.149323621227888	-0.485699884691157	169
colonic neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	38
colorectal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	2
crohn disease/drug therapy	MESH	0.010752688172043	1	722	0.394590073386267	0.339619401754956	0.142212972597988	-0.888060920891022	177
crohn disease/immunology	MESH	0.010752688172043	1	0	0.228444998563454	1.01885820526487	0.234131113423517	1.74604752415545	63
crohn disease/physiopathology	MESH	0.010752688172043	1	0	0.242022414528096	0.339619401754956	0.0702393340270552	-0.596521550687353	171
ctla-4 antigen/antagonists & inhibitors	MESH	0.032258064516129	3	1530.37218045113	0.454765170956924	2.08631359327684	0.760087871430223	1.32564909323621	84
ctla-4 antigen/immunology	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	73
cytomegalovirus infections/complications	MESH	0.010752688172043	1	0	0.389078453612196	0.169809700877478	0.0163891779396462	-0.206045588828753	142
cytomegalovirus infections/diagnosis	MESH	0.010752688172043	1	0	0.388447841271225	0.169809700877478	0.0163891779396462	0.384513944090617	113
cytotoxicity immunologic	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	22
dermatitis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	3
dextran sulfate/adverse effects	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	35
diabetes mellitus type 1/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	7
diarrhea	MESH	0.021505376344086	2	0	0.451126210919708	1.34015909476763	0.250520291363163	-0.0175491549377395	131
diarrhea/chemically induced	MESH	0.150537634408602	14	3922.69523809524	0.557014630877875	2.5932017708475	0.905306971904266	-0.39112726934586	159
diarrhea/therapy	MESH	0.010752688172043	1	58.7833333333333	0.403268731647588	0.509429102632434	0.164758931668401	0.345929328329751	115
disease progression	MESH	0.010752688172043	1	177.46875	0.396694617788629	1.01885820526487	0.398890045091918	-0.450645125430498	163
disease susceptibility	MESH	0.010752688172043	1	60.3333333333333	0.398567887476269	0.509429102632434	0.167649439241531	-0.811790088632983	176
dose-response relationship drug	MESH	0.021505376344086	2	601.666666666667	0.328392942909296	1.01885820526487	0.453809688981385	3.57917752186109	45
drug resistance/immunology	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	107
drug synergism	MESH	0.021505376344086	2	617.75	0.22469548761067	2.79270080835229	0.813475546305931	6.550888491196	18
drug-related side effects and adverse reactions	MESH	0.021505376344086	2	130.933333333333	0.291727093859793	1.01885820526487	0.36709446178749	0.392714044876387	112
drug-related side effects and adverse reactions/diagnosis	MESH	0.010752688172043	1	0	0.389050041780569	0.339619401754956	0.0702393340270552	-0.162505315806831	138
drug-related side effects and adverse reactions/prevention & control	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	25
drugs investigational/administration & dosage	MESH	0.010752688172043	1	49.2666666666666	0.273167395255958	0.84904850438739	0.249277373106718	3.76816486329609	42
dysbiosis/etiology	MESH	0.010752688172043	1	740.375	0.419630216504228	1.01885820526487	0.485605272285813	3.45407020813302	49
encephalitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	2
endometrial neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	3
enterocolitis/chemically induced	MESH	0.021505376344086	2	364.833333333333	0.302056998864689	1.18866790614235	0.443606197248237	-0.0277899193132196	132
escherichia coli infections/drug therapy	MESH	0.010752688172043	1	0	0.391124463796661	0.679238803509912	0.145161290322581	-0.468321038767058	168
esophagitis	MESH	0.010752688172043	1	0	0.389758971001184	0.339619401754956	0.0702393340270552	-0.310591490490063	151
exanthema/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	6
fatigue/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	5
feces	MESH	0.010752688172043	1	716.683333333333	0.402030667168007	0.509429102632434	0.234131113423517	0.916669328580538	90
feces/chemistry	MESH	0.010752688172043	1	12.8190476190476	0.4051749957441	0.84904850438739	0.200312174817898	0.31728231704106	119
gastritis/complications	MESH	0.010752688172043	1	177.46875	0.396694617788629	1.01885820526487	0.398890045091918	-0.450645125430498	161
gastrointestinal neoplasms/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
gastrointestinal tract/metabolism	MESH	0.010752688172043	1	0	0.301520612929584	0.84904850438739	0.180280957336108	0.0295020980560058	130
gene expression regulation neoplastic	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	9
gene expression regulation/genetics	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	75
gentian violet	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
glucocorticoids	MESH	0.010752688172043	1	0	0.183311300555539	0.339619401754956	0.0702393340270552	5.60028983813573	28
glucocorticoids/pharmacology	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	109
glucocorticoids/therapeutic use	MESH	0.010752688172043	1	177.46875	0.396694617788629	1.01885820526487	0.398890045091918	-0.450645125430498	164
glycoproteins/metabolism	MESH	0.010752688172043	1	0	0.301766251795654	0.509429102632434	0.117065556711759	1.60279703178662	66
graft vs host disease/immunology	MESH	0.010752688172043	1	0	0.228444998563454	1.01885820526487	0.234131113423517	1.74604752415545	64
growth inhibitors/therapeutic use	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	24
hashimoto disease/chemically induced	MESH	0.010752688172043	1	0	0.392240734562732	1.01885820526487	0.234131113423517	0.122494062946259	122
hepatitis autoimmune/etiology	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	9
hepatitis/diagnosis	MESH	0.010752688172043	1	0	0.389075773310295	0.169809700877478	0.0163891779396462	-0.250727441063869	145
hepatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	11
host microbial interactions/drug effects	MESH	0.010752688172043	1	740.375	0.419630216504228	1.01885820526487	0.485605272285813	3.45407020813302	48
ht29 cells	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	3
hypophysitis/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	14
immune checkpoint inhibitors	MESH	0.32258064516129	30	11244.1333333333	0.573239040558	5.35126678674367	0.983928777893398	-0.978468762319044	180
immune checkpoint inhibitors/administration & dosage	MESH	0.043010752688172	4	176.8	0.242296901487422	1.01885820526487	0.387328014799399	2.7494174327197	50
immune checkpoint inhibitors/adverse effects	MESH	0.56989247311828	53	15198.375	0.573239040558106	3.98874728767254	0.967886460862527	-0.949092373269572	178
immune checkpoint inhibitors/pharmacology	MESH	0.043010752688172	4	800.577819548872	0.333961019541982	1.86790670965226	0.668285350907619	-0.0289617245330162	133
immune checkpoint inhibitors/therapeutic use	MESH	0.021505376344086	2	0	0.221282621366924	1.18866790614235	0.241155046826223	6.15012771889353	26
immune system diseases/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	2
immunocompromised host	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	1
immunologic factors	MESH	0.021505376344086	2	0	0.430517198665041	0.585174696945077	0.121748178980229	-0.35206555440575	156
immunologic memory/drug effects	MESH	0.010752688172043	1	590.043233082707	0.344329777965416	1.35847760701982	0.551075268817204	2.57814973570488	51
immunosuppressive agents/pharmacology	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	105
immunosuppressive agents/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	3
inflammation	MESH	0.010752688172043	1	0	1.20454310422196	0.169809700877478	1	0	1
inflammation/drug therapy	MESH	0.021505376344086	2	1853.05952380952	0.363001095246496	2.37733581228469	0.793617759278529	1.50996552866693	80
inflammatory bowel diseases	MESH	0.021505376344086	2	717.033333333333	0.384654086841061	1.5282873078973	0.598363972713608	0.0441864672284265	127
inflammatory bowel diseases/complications	MESH	0.021505376344086	2	1	0.33767348723271	0.339619401754956	0.0719736385709331	1.75415430505964	61
inflammatory bowel diseases/drug therapy	MESH	0.032258064516129	3	3067.2	0.389826179326428	0.679238803509912	0.318996415770609	4.29486473975256	41
infliximab/administration & dosage	MESH	0.010752688172043	1	76.1000000000001	0.279917267289889	0.84904850438739	0.267082899757197	1.48600996924666	83
infliximab/adverse effects	MESH	0.043010752688172	4	597.833333333333	0.35381662052362	2.28327170571986	0.689906347554631	-0.111374362358825	137
interferon-gamma/metabolism	MESH	0.010752688172043	1	590.043233082707	0.344329777965416	1.35847760701982	0.551075268817204	2.57814973570488	52
interleukin-12/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.240976568552807	0.509429102632434	0.117065556711759	-1.35960406934137	186
interleukin-17/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	7
interleukin-23/antagonists & inhibitors	MESH	0.010752688172043	1	0	0.240976568552807	0.509429102632434	0.117065556711759	-1.35960406934137	185
intestinal mucosa/diagnostic imaging	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	106
intestinal mucosa/immunology	MESH	0.010752688172043	1	0	0.389554751547433	0.339619401754956	0.0702393340270552	-0.282197468796302	148
ipilimumab/adverse effects	MESH	0.0967741935483871	9	1.5	0.572955219078486	2.32842038694957	0.373916059660076	-0.780301717423333	173
ipilimumab/therapeutic use	MESH	0.032258064516129	3	1640.7	0.318642235274703	3.54768520617485	0.9105098855359	6.83110172880893	16
leukocyte l1 antigen complex/analysis	MESH	0.010752688172043	1	12.8190476190476	0.4051749957441	0.84904850438739	0.200312174817898	0.31728231704106	118
ligands	MESH	0.010752688172043	1	0	0.359071384932858	0.339619401754956	0.0702393340270552	0.681358013963515	99
lung neoplasms	MESH	0.010752688172043	1	125.9	0.395285659217129	0.339619401754956	0.105792577176552	-0.446856540262465	160
lung neoplasms/drug therapy	MESH	0.021505376344086	2	0	0.389729541644007	0.339619401754956	0.0702393340270552	-0.29375400147643	150
lymphocytes tumor-infiltrating/immunology	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	23
lymphocytes tumor-infiltrating/metabolism	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	5
lymphocytes/drug effects	MESH	0.010752688172043	1	172.943045112782	0.407002022893961	1.01885820526487	0.384437507226269	1.1439985670248	87
macrophages/drug effects	MESH	0.010752688172043	1	0	0.228444998563454	1.01885820526487	0.234131113423517	1.74604752415545	62
melanoma/complications	MESH	0.032258064516129	3	707.419047619048	0.329902042809127	1.69809700877478	0.628251821019771	0.805289674143132	93
melanoma/drug therapy	MESH	0.053763440860215	5	86.9333333333333	0.329110505379576	2.3590173000325	0.542114695340502	0.626845793282491	103
melanoma/genetics	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	79
melanoma/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	5
mesalamine/pharmacology	MESH	0.010752688172043	1	29.3759398496241	0.269724678709063	0.679238803509912	0.168458781362007	0.735449559516608	96
metabolome/drug effects	MESH	0.010752688172043	1	740.375	0.419630216504228	1.01885820526487	0.485605272285813	3.45407020813302	47
micrornas/genetics	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	4
mucositis/chemically induced	MESH	0.010752688172043	1	0	0.290621139109245	1.35847760701982	0.287981269510926	0.601444337573544	108
multigene family	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	76
myasthenia gravis/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	12
myasthenia gravis/diagnosis	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7
myeloid cells/cytology	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	77
myeloid-derived suppressor cells/metabolism	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	34
myocarditis/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	3
myocarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	7
neoplasm recurrence local/drug therapy	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	2
neoplasms	MESH	0.043010752688172	4	629.333333333333	0.457318970448845	1.26441350045499	0.485605272285813	-0.525303010013945	170
neoplasms/complications	MESH	0.032258064516129	3	137	0.330232206955918	1.35847760701982	0.455081512313562	4.51751326505362	40
neoplasms/diagnosis	MESH	0.010752688172043	1	49.2666666666666	0.273167395255958	0.84904850438739	0.249277373106718	3.76816486329609	44
neoplasms/diagnostic imaging	MESH	0.021505376344086	2	0	1.20454310422196	1.69809700877478	1	0	1
neoplasms/drug therapy	MESH	0.129032258064516	12	7610.88690476191	0.573233222481105	6.5638950913338	0.983870967741935	-1.04849809423676	183
neoplasms/therapy	MESH	0.010752688172043	1	58.7833333333333	0.403268731647588	0.509429102632434	0.164758931668401	0.345929328329751	114
nephritis/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	11
neutrophils/drug effects	MESH	0.010752688172043	1	172.943045112782	0.407002022893961	1.01885820526487	0.384437507226269	1.1439985670248	88
nivolumab/adverse effects	MESH	0.129032258064516	12	1599.83333333333	0.573175383784822	5.02628952762009	0.92542490461325	-0.94988772154355	179
nivolumab/therapeutic use	MESH	0.021505376344086	2	365	0.215796950264268	2.54714551316217	0.750086715227194	7.34182182399325	1
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.389049126928485	0.169809700877478	0.0163891779396462	-0.215642257782293	143
paclitaxel/therapeutic use	MESH	0.010752688172043	1	0	0.392240734562732	1.01885820526487	0.234131113423517	0.122494062946259	124
pancreatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	10
pericarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	6
phenotype	MESH	0.021505376344086	2	130.164473684211	0.277107688101567	2.43476289434514	0.574488380159556	2.37183085454849	54
phosphatidylinositol 3-kinases/metabolism	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	20
phthalazines/administration & dosage	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	32
piperazines/administration & dosage	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	37
piperidines/therapeutic use	MESH	0.021505376344086	2	6	0.31297055968636	1.43422320133247	0.310729564111458	2.34247154569507	57
pneumonia	MESH	0.010752688172043	1	0	0.359071384932858	0.339619401754956	0.0702393340270552	0.681358013963515	100
pneumonia/chemically induced	MESH	0.032258064516129	3	225.8	0.278448878929835	1.26441350045499	0.425887385824951	5.56899046447988	30
pneumonia/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	8
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010752688172043	1	0	0.19061833148957	1.35847760701982	0.287981269510926	5.35369099034975	33
postoperative complications	MESH	0.010752688172043	1	60.3333333333333	0.398567887476269	0.509429102632434	0.167649439241531	-0.811790088632983	175
prednisolone/therapeutic use	MESH	0.010752688172043	1	0	0.389761348652715	0.509429102632434	0.117065556711759	-0.322795780603526	155
prednisone/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	2
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.086021505376344	8	787.5	0.49000905133934	1.88935548083383	0.669239218406752	0.872008085707873	92
programmed cell death 1 receptor/metabolism	MESH	0.010752688172043	1	0	0.301520612929584	0.84904850438739	0.180280957336108	0.0295020980560058	128
protective agents/pharmacology	MESH	0.010752688172043	1	29.3759398496241	0.269724678709063	0.679238803509912	0.168458781362007	0.735449559516608	97
protein kinase inhibitors/therapeutic use	MESH	0.010752688172043	1	302.833333333333	0.40143883576674	0.84904850438739	0.329402243033877	0.679022010782393	101
proton pump inhibitors/adverse effects	MESH	0.010752688172043	1	0	0.306207254992084	0.509429102632434	0.117065556711759	5.50784104152732	31
pruritus/chemically induced	MESH	0.010752688172043	1	39.1153846153846	0.257726429386574	2.54714551316217	0.535061856862065	7.28310827027257	8
psoriasis	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	2
pyrimidines/therapeutic use	MESH	0.021505376344086	2	6	0.31297055968636	1.43422320133247	0.308243727598566	2.3418701336355	58
receptors antigen t-cell/genetics	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	78
receptors cxcr3/genetics	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	69
receptors cxcr6/genetics	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	71
recurrence	MESH	0.010752688172043	1	0	0.373698584922051	0.679238803509912	0.145161290322581	0.416963611260146	111
rna	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	1
sarcoidosis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	4
sirolimus/therapeutic use	MESH	0.010752688172043	1	242	0.268793358616404	1.69809700877478	0.569719042663892	6.50194352545758	21
skin neoplasms/complications	MESH	0.010752688172043	1	41.3734335839599	0.275001765537865	0.509429102632434	0.157532662735576	-0.065451450026834	134
skin neoplasms/drug therapy	MESH	0.021505376344086	2	969.833333333333	0.366807898107347	1.9436523039649	0.68210197710718	0.699834784883505	98
skin neoplasms/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	6
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010752688172043	1	0	0.392240734562732	1.01885820526487	0.234131113423517	0.122494062946259	123
steroids/adverse effects	MESH	0.010752688172043	1	0	0.274157518541936	0.339619401754956	0.0702393340270552	-0.178685343015107	139
steroids/therapeutic use	MESH	0.021505376344086	2	8	0.320322918872802	0.509429102632434	0.125737079431148	1.72131592912238	65
t-lymphocyte subsets/immunology	MESH	0.010752688172043	1	0	0.389554751547433	0.339619401754956	0.0702393340270552	-0.282197468796302	149
t-lymphocytes cytotoxic/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	8
t-lymphocytes regulatory/cytology	MESH	0.010752688172043	1	0	0.285004610659191	2.03771641052974	0.351196670135276	1.55908437519606	70
thyroiditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	3
tongue neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.392240734562732	1.01885820526487	0.234131113423517	0.122494062946259	126
trinitrobenzenesulfonic acid/adverse effects	MESH	0.010752688172043	1	29.3759398496241	0.269724678709063	0.679238803509912	0.168458781362007	0.735449559516608	95
tryptophan/pharmacology	MESH	0.010752688172043	1	551.333333333333	0.403623696079777	0.339619401754956	0.131807145334721	-0.990236749213453	181
tumor microenvironment/drug effects	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	6
tumor necrosis factor inhibitors	MESH	0.010752688172043	1	0	0.360116989082934	0.509429102632434	0.117065556711759	0.769788913975396	94
ulcer/chemically induced	MESH	0.010752688172043	1	0	0.389758971001184	0.339619401754956	0.0702393340270552	-0.310591490490063	154
