kw1	kw2	iteration	R1C1	pg	inv_edge_weight	edge_weight	crit_p
neoplasms/drug therapy	hepatitis/diagnosis	0	1	4.86148063361114e-07	0.830190299122522	0.129032258064516	3.07142551289074e-06
neoplasms/drug therapy	immune checkpoint inhibitors/adverse effects	0	11	7.30735188636533e-05	5.36975220686589e-05	0.0079594183628137	0.0002635619546159
neoplasms/drug therapy	intestinal mucosa/immunology	0	1	1.4296142507475e-05	0.830190299122522	0.129032258064516	5.4994032065045e-05
neoplasms/drug therapy	leukocyte l1 antigen complex/analysis	0	1	0.0004436759846442	0.830190299122522	0.129032258064516	0.0010715617451913
neoplasms/drug therapy	protein kinase inhibitors/therapeutic use	0	1	0.0012043173595439	0.830190299122522	0.129032258064516	0.0026891839170452
neoplasms/drug therapy	t-lymphocyte subsets/immunology	0	1	1.4296142507475e-05	0.830190299122522	0.129032258064516	5.4994032065045e-05
neoplasms/drug therapy	tryptophan/pharmacology	0	1	0.0001112700446812	0.830190299122522	0.129032258064516	0.0003281348458297
neoplasms/drug therapy	virus diseases/etiology	0	1	0.0012043173595439	0.830190299122522	0.129032258064516	0.0026891839170452
ACAD8	carcinoma non-small-cell lung/complications	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	colon/drug effects	0	1	0.0033230272463853	0.830190299122522	0.0638148667601683	0.0063786076318945
ACAD8	CRP	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	drug-related side effects and adverse reactions	0	1	3.63207168585511e-06	0.830190299122522	0.0427769985974754	2.07484813671004e-05
ACAD8	immune checkpoint inhibitors/pharmacology	0	1	0.0007650097159677	0.830190299122522	0.0846189808321645	0.001771405992799
ACAD8	infliximab/administration & dosage	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	melanoma/complications	0	1	0.0005782582526319	0.830190299122522	0.0638148667601683	0.0013705798087225
ACAD8	mesalamine/pharmacology	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	protective agents/pharmacology	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	trinitrobenzenesulfonic acid/adverse effects	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
ACAD8	urothelium/drug effects	0	1	2.89640156303506e-09	0.830190299122522	0.021505376344086	2.14198999312825e-08
carcinoma non-small-cell lung/complications	CRP	0	1	0.0	0.830190299122522	0.010752688172043	0.0
carcinoma non-small-cell lung/complications	drug-related side effects and adverse reactions	0	1	4.16946477344027e-11	0.830190299122522	0.021505376344086	4.59846172700811e-10
carcinoma non-small-cell lung/complications	immune checkpoint inhibitors/administration & dosage	0	1	0.000872653019809	0.830190299122522	0.043010752688172	0.0020084704002361
carcinoma non-small-cell lung/complications	infliximab/administration & dosage	0	1	0.0	0.830190299122522	0.010752688172043	0.0
carcinoma non-small-cell lung/complications	melanoma/complications	0	1	8.11373358056144e-07	0.830190299122522	0.032258064516129	4.85297920743299e-06
carcinoma non-small-cell lung/complications	urothelium/drug effects	0	1	0.0	0.830190299122522	0.010752688172043	0.0
colon/drug effects	cd8-positive t-lymphocytes/drug effects	0	2	1.42285160453781e-06	0.584635003932401	0.0007012622720897	8.30214330721145e-06
colon/drug effects	colitis ulcerative/immunology	0	2	1.42285160453781e-06	0.584635003932401	0.0007012622720897	8.30214330721145e-06
colon/drug effects	crohn disease/immunology	0	1	0.0001660054582111	0.830190299122522	0.032258064516129	0.0004664777824253
colon/drug effects	graft vs host disease/immunology	0	1	0.0001660054582111	0.830190299122522	0.032258064516129	0.0004664777824253
colon/drug effects	immunologic memory/drug effects	0	1	0.0010372325214909	0.830190299122522	0.032258064516129	0.0023588076889209
colon/drug effects	interferon-gamma/metabolism	0	1	0.0010372325214909	0.830190299122522	0.032258064516129	0.0023588076889209
colon/drug effects	macrophages/drug effects	0	1	0.0001660054582111	0.830190299122522	0.032258064516129	0.0004664777824253
colon/drug effects	mesalamine/pharmacology	0	1	2.34397230222116e-05	0.830190299122522	0.032258064516129	8.71793207141907e-05
colon/drug effects	phenotype	0	2	1.42285160453781e-06	0.584635003932401	0.0007012622720897	8.30214330721145e-06
colon/drug effects	protective agents/pharmacology	0	1	2.34397230222116e-05	0.830190299122522	0.032258064516129	8.71793207141907e-05
colon/drug effects	trinitrobenzenesulfonic acid/adverse effects	0	1	2.34397230222116e-05	0.830190299122522	0.032258064516129	8.71793207141907e-05
colon/drug effects	CD4	1	1	0.0044756364491657	0.8192464059779487	0.063143445435827	0.0080231092761845
colon/drug effects	CD68	1	1	0.0044756364491657	0.8192464059779487	0.063143445435827	0.0080231092761845
CRP	drug-related side effects and adverse reactions	0	1	4.16946477344027e-11	0.830190299122522	0.021505376344086	4.59846172700811e-10
CRP	immune checkpoint inhibitors/administration & dosage	0	1	0.000872653019809	0.830190299122522	0.043010752688172	0.0020084704002361
CRP	infliximab/administration & dosage	0	1	0.0	0.830190299122522	0.010752688172043	0.0
CRP	melanoma/complications	0	1	8.11373358056144e-07	0.830190299122522	0.032258064516129	4.85297920743299e-06
CRP	urothelium/drug effects	0	1	0.0	0.830190299122522	0.010752688172043	0.0
drug-related side effects and adverse reactions	infliximab/administration & dosage	0	1	4.16946477344027e-11	0.830190299122522	0.021505376344086	4.59846172700811e-10
drug-related side effects and adverse reactions	infliximab/adverse effects	0	1	0.0001746066731989	0.830190299122522	0.0846189808321645	0.0004899257830345
drug-related side effects and adverse reactions	melanoma/complications	0	1	0.000124270133592	0.830190299122522	0.0638148667601683	0.0003619960532727
drug-related side effects and adverse reactions	melanoma/drug therapy	0	1	0.0010372325214909	0.830190299122522	0.105189340813464	0.0023588076889209
drug-related side effects and adverse reactions	TNF	0	1	0.000124270133592	0.830190299122522	0.0638148667601683	0.0003619960532727
drug-related side effects and adverse reactions	urothelium/drug effects	0	1	4.16946477344027e-11	0.830190299122522	0.021505376344086	4.59846172700811e-10
immune checkpoint inhibitors/pharmacology	AHR	0	1	8.488771907622091e-10	0.830190299122522	0.043010752688172	7.74320237197327e-09
immune checkpoint inhibitors/pharmacology	b7-h1 antigen/metabolism	0	1	2.36599509539914e-07	0.830190299122522	0.043010752688172	1.53548253129985e-06
immune checkpoint inhibitors/pharmacology	colitis collagenous/drug therapy	0	1	6.36879438076221e-12	0.830190299122522	0.043010752688172	9.068402745145001e-11
immune checkpoint inhibitors/pharmacology	colitis/diagnosis	0	1	4.23227637775803e-05	0.830190299122522	0.0846189808321645	0.0001541065520756
immune checkpoint inhibitors/pharmacology	gastrointestinal tract/metabolism	0	1	2.36599509539914e-07	0.830190299122522	0.043010752688172	1.53548253129985e-06
immune checkpoint inhibitors/pharmacology	IL22	0	1	0.0045271389450379	0.830190299122522	0.0846189808321645	0.0084684128501298
immune checkpoint inhibitors/pharmacology	inflammatory bowel diseases	0	1	9.10500023044714e-05	0.830190299122522	0.0846189808321645	0.0002777578837603
immune checkpoint inhibitors/pharmacology	mesalamine/pharmacology	0	1	1.3929446125438e-06	0.830190299122522	0.043010752688172	8.22829201465502e-06
immune checkpoint inhibitors/pharmacology	programmed cell death 1 receptor/metabolism	0	1	2.36599509539914e-07	0.830190299122522	0.043010752688172	1.53548253129985e-06
immune checkpoint inhibitors/pharmacology	protective agents/pharmacology	0	1	1.3929446125438e-06	0.830190299122522	0.043010752688172	8.22829201465502e-06
immune checkpoint inhibitors/pharmacology	skin neoplasms/complications	0	1	6.36879438076221e-12	0.830190299122522	0.043010752688172	9.068402745145001e-11
immune checkpoint inhibitors/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0	1	1.3929446125438e-06	0.830190299122522	0.043010752688172	8.22829201465502e-06
immune checkpoint inhibitors/pharmacology	tryptophan/pharmacology	0	1	8.488771907622091e-10	0.830190299122522	0.043010752688172	7.74320237197327e-09
immune checkpoint inhibitors/pharmacology	melanoma/complications	1	1	0.0042474605028671	0.8192464059779487	0.1235713646265405	0.0076274818889516
infliximab/administration & dosage	immune checkpoint inhibitors/administration & dosage	0	1	0.000872653019809	0.830190299122522	0.043010752688172	0.0020084704002361
infliximab/administration & dosage	melanoma/complications	0	1	8.11373358056144e-07	0.830190299122522	0.032258064516129	4.85297920743299e-06
infliximab/administration & dosage	urothelium/drug effects	0	1	0.0	0.830190299122522	0.010752688172043	0.0
melanoma/complications	antibodies monoclonal/adverse effects	0	1	2.84150786487025e-05	0.830190299122522	0.032258064516129	0.0001046640348681
melanoma/complications	colitis collagenous/drug therapy	0	1	2.20490292690556e-12	0.830190299122522	0.032258064516129	3.2361190650275496e-11
melanoma/complications	lymphocytes/drug effects	0	1	2.84150786487025e-05	0.830190299122522	0.032258064516129	0.0001046640348681
melanoma/complications	neutrophils/drug effects	0	1	2.84150786487025e-05	0.830190299122522	0.032258064516129	0.0001046640348681
melanoma/complications	skin neoplasms/complications	0	1	2.20490292690556e-12	0.830190299122522	0.032258064516129	3.2361190650275496e-11
melanoma/complications	urothelium/drug effects	0	1	8.11373358056144e-07	0.830190299122522	0.032258064516129	4.85297920743299e-06
melanoma/complications	vitamin d/administration & dosage	0	1	2.84150786487025e-05	0.830190299122522	0.032258064516129	0.0001046640348681
mesalamine/pharmacology	protective agents/pharmacology	0	1	0.0	0.830190299122522	0.010752688172043	0.0
mesalamine/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0	1	0.0	0.830190299122522	0.010752688172043	0.0
protective agents/pharmacology	trinitrobenzenesulfonic acid/adverse effects	0	1	0.0	0.830190299122522	0.010752688172043	0.0
urothelium/drug effects	immune checkpoint inhibitors/administration & dosage	0	1	0.000872653019809	0.830190299122522	0.043010752688172	0.0020084704002361
adenocarcinoma of lung/drug therapy	b7-h1 antigen/antagonists & inhibitors	0	1	8.488771907622091e-10	0.830190299122522	0.032258064516129	7.74320237197327e-09
adenocarcinoma of lung/drug therapy	biomarkers/metabolism	0	1	0.0	0.830190299122522	0.010752688172043	0.0
adenocarcinoma of lung/drug therapy	glycoproteins/metabolism	0	1	0.0	0.830190299122522	0.010752688172043	0.0
b7-h1 antigen/antagonists & inhibitors	biomarkers/metabolism	0	1	8.488771907622091e-10	0.830190299122522	0.032258064516129	7.74320237197327e-09
b7-h1 antigen/antagonists & inhibitors	CD274	0	3	0.0002239297954592	0.347909608055624	0.0035063113604488	0.0005814517869145
b7-h1 antigen/antagonists & inhibitors	colitis/epidemiology	0	1	8.488771907622091e-10	0.830190299122522	0.032258064516129	7.74320237197327e-09
b7-h1 antigen/antagonists & inhibitors	glycoproteins/metabolism	0	1	8.488771907622091e-10	0.830190299122522	0.032258064516129	7.74320237197327e-09
b7-h1 antigen/antagonists & inhibitors	neoplasms/complications	0	1	0.0007148389160953	0.830190299122522	0.0946781129109319	0.0016572450205467
b7-h1 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	0	2	0.0023776856511018	0.584635003932401	0.0187722515913259	0.0047603611986383
biomarkers/metabolism	glycoproteins/metabolism	0	1	0.0	0.830190299122522	0.010752688172043	0.0
adrenal cortex hormones/therapeutic use	beclomethasone/adverse effects	0	1	1.2526646386845599e-12	0.830190299122522	0.032258064516129	1.8672532270391797e-11
adrenal cortex hormones/therapeutic use	biological products/therapeutic use	0	1	1.2526646386845599e-12	0.830190299122522	0.032258064516129	1.8672532270391797e-11
adrenal cortex hormones/therapeutic use	diarrhea/chemically induced	0	3	1.37004461520096e-06	0.347909608055624	0.002805049088359	8.16889101813573e-06
adrenal cortex hormones/therapeutic use	inflammation/drug therapy	0	1	0.0004982368131516	0.830190299122522	0.0638148667601683	0.0011838553418347
adrenal cortex hormones/therapeutic use	skin neoplasms/drug therapy	0	1	0.0002334339983105	0.830190299122522	0.0638148667601683	0.0005814517869145
adrenal cortex hormones/therapeutic use	SNCA	0	1	0.0009302340538402	0.830190299122522	0.0946781129109319	0.0021230700654632
adrenal cortex hormones/therapeutic use	TNF	0	1	0.0012219719371479	0.830190299122522	0.0946781129109319	0.0026891839170452
adrenal cortex hormones/therapeutic use	tumor necrosis factor inhibitors	0	1	2.25073886195304e-08	0.830190299122522	0.032258064516129	1.50681043810751e-07
adrenal cortex hormones/therapeutic use	antineoplastic agents/adverse effects	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	intestinal mucosa/chemistry	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	leukemia lymphocytic chronic b-cell/drug therapy	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	class i phosphatidylinositol 3-kinases/antagonists & inhibitors	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	purines/adverse effects	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	colon/chemistry	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	lymphocytosis/chemically induced	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	protein kinase inhibitors/adverse effects	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	apoptosis/drug effects	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	quinazolinones/adverse effects	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	lymphoma non-hodgkin/drug therapy	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
adrenal cortex hormones/therapeutic use	PIK3CD	1	1	0.003954425372989	0.8192464059779487	0.0425531914893617	0.007113781094266
beclomethasone/adverse effects	diarrhea/chemically induced	0	1	0.001239801514261	0.830190299122522	0.150537634408602	0.0027158912620093
beclomethasone/adverse effects	inflammation/drug therapy	0	1	1.69131375571396e-11	0.830190299122522	0.021505376344086	1.90948322242736e-10
beclomethasone/adverse effects	immune checkpoint inhibitors	1	1	0.004953734053108	0.8192464059779487	0.3191489361702128	0.0088335817030947
biological products/therapeutic use	diarrhea/chemically induced	0	1	0.001239801514261	0.830190299122522	0.150537634408602	0.0027158912620093
diarrhea/chemically induced	biomarkers/analysis	0	1	0.0033916470872356	0.830190299122522	0.150537634408602	0.0064907348469864
diarrhea/chemically induced	feces	0	1	0.001239801514261	0.830190299122522	0.150537634408602	0.0027158912620093
diarrhea/chemically induced	feces/chemistry	0	1	0.0033916470872356	0.830190299122522	0.150537634408602	0.0064907348469864
diarrhea/chemically induced	leukocyte l1 antigen complex/analysis	0	1	0.0033916470872356	0.830190299122522	0.150537634408602	0.0064907348469864
diarrhea/chemically induced	LTF	0	1	0.001239801514261	0.830190299122522	0.150537634408602	0.0027158912620093
inflammation/drug therapy	cd8-positive t-lymphocytes/cytology	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	chemokines/metabolism	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	colitis/drug therapy	0	1	0.0028052417422615	0.830190299122522	0.0638148667601683	0.005535058163635
inflammation/drug therapy	ctla-4 antigen/immunology	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	gene expression regulation/genetics	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	melanoma/genetics	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	multigene family	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	myeloid cells/cytology	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	receptors antigen t-cell/genetics	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	receptors cxcr3/genetics	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	receptors cxcr6/genetics	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
inflammation/drug therapy	t-lymphocytes regulatory/cytology	0	1	0.0001276936833728	0.830190299122522	0.021505376344086	0.00036582514696
skin neoplasms/drug therapy	colon/diagnostic imaging	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	drug resistance/immunology	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	glucocorticoids/pharmacology	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	immunosuppressive agents/pharmacology	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	infliximab/adverse effects	0	1	0.0015703678212359	0.830190299122522	0.0846189808321645	0.0034087164993381
skin neoplasms/drug therapy	intestinal mucosa/diagnostic imaging	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	melanoma/drug therapy	0	2	3.54466825891464e-08	0.584635003932401	0.0023375409069658	2.36476469860459e-07
skin neoplasms/drug therapy	mucositis/chemically induced	0	1	6.08395890666635e-07	0.830190299122522	0.021505376344086	3.69687694073866e-06
skin neoplasms/drug therapy	SNCA	0	1	0.0009302340538402	0.830190299122522	0.0638148667601683	0.0021230700654632
skin neoplasms/drug therapy	TNF	0	1	0.0012219719371479	0.830190299122522	0.0638148667601683	0.0026891839170452
skin neoplasms/drug therapy	tumor necrosis factor inhibitors	0	1	2.25073886195304e-08	0.830190299122522	0.021505376344086	1.50681043810751e-07
SNCA	colitis ulcerative/chemically induced	0	1	2.03116920582946e-06	0.830190299122522	0.032258064516129	1.16731049539838e-05
SNCA	hashimoto disease/chemically induced	0	1	2.03116920582946e-06	0.830190299122522	0.032258064516129	1.16731049539838e-05
SNCA	paclitaxel/therapeutic use	0	1	2.03116920582946e-06	0.830190299122522	0.032258064516129	1.16731049539838e-05
SNCA	squamous cell carcinoma of head and neck/drug therapy	0	1	2.03116920582946e-06	0.830190299122522	0.032258064516129	1.16731049539838e-05
SNCA	TNF	0	1	0.0036748977609006	0.830190299122522	0.0946781129109319	0.0068877258622775
SNCA	tongue neoplasms/drug therapy	0	1	2.03116920582946e-06	0.830190299122522	0.032258064516129	1.16731049539838e-05
SNCA	tumor necrosis factor inhibitors	0	1	4.50371576143915e-07	0.830190299122522	0.032258064516129	2.87394303438993e-06
TNF	CXCL10	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	CXCL9	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	dermatitis	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	immune checkpoint inhibitors	0	3	0.0006526577599305	0.347909608055624	0.0312870859855432	0.0015167734542599
TNF	melanoma/drug therapy	0	2	1.42285160453781e-06	0.584635003932401	0.0068584991446141	8.30214330721145e-06
TNF	psoriasis	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	rna	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	TCIM	0	1	1.09558519411079e-05	0.830190299122522	0.032258064516129	4.30118631762015e-05
TNF	tumor necrosis factor inhibitors	0	1	8.11373358056144e-07	0.830190299122522	0.032258064516129	4.85297920743299e-06
TNF	infliximab/adverse effects	1	1	0.0042474605028671	0.8192464059779487	0.1235713646265405	0.0076274818889516
tumor necrosis factor inhibitors	melanoma/drug therapy	0	1	2.34397230222116e-05	0.830190299122522	0.053763440860215	8.71793207141907e-05
adrenal insufficiency/chemically induced	angiogenesis inhibitors/therapeutic use	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	axitinib/administration & dosage	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	bevacizumab/administration & dosage	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	carcinoma renal cell/drug therapy	0	1	0.0012219719371479	0.830190299122522	0.021505376344086	0.0026891839170452
adrenal insufficiency/chemically induced	diabetes mellitus type 1/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	exanthema/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	fatigue/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	hepatitis autoimmune/etiology	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	hypophysitis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	ipilimumab/therapeutic use	0	1	0.0036027646835737	0.830190299122522	0.032258064516129	0.0067591691408641
adrenal insufficiency/chemically induced	myasthenia gravis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	myocarditis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	nephritis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	nivolumab/therapeutic use	0	1	0.00299295859196	0.830190299122522	0.021505376344086	0.0058034197088005
adrenal insufficiency/chemically induced	pruritus/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
adrenal insufficiency/chemically induced	pneumonia/chemically induced	1	1	0.0052037117615472	0.8192464059779487	0.0319148936170212	0.0091356041252636
angiogenesis inhibitors/therapeutic use	axitinib/administration & dosage	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	bevacizumab/administration & dosage	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	carcinoma renal cell/drug therapy	0	1	0.0012219719371479	0.830190299122522	0.021505376344086	0.0026891839170452
angiogenesis inhibitors/therapeutic use	diabetes mellitus type 1/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	exanthema/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	fatigue/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	hepatitis autoimmune/etiology	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	hypophysitis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
angiogenesis inhibitors/therapeutic use	ipilimumab/therapeutic use	0	1	0.0036027646835737	0.830190299122522	0.032258064516129	0.0067591691408641
angiogenesis inhibitors/therapeutic use	myasthenia gravis/chemically induced	0	1	0.0002334339983105	0.830190299122522	0.010752688172043	0.0005814517869145
